Unnamed: 0,wav_file,txt_file,groundtruth_text,duration,age,gender,google_transcription,clean_text,clean_google_transcription,wordcount,clean_google_transcription_wer
10,data_processed/wav/ATL_se0_ag1_f_03_1_part_11.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_11.txt,"[there.] And I used to, um, stay after school and do like some choir practice and stuff like that. And we would have like recitals and stuff. But-",7.605,24,Female,there and I used to own stay after school and do like some choir practice and stuff like that and we will have like recitals and stuff,there and i used to stay after school and do like some choir practice and stuff like that and we would have like recitals and stuff but,there and i used to own stay after school and do like some choir practice and stuff like that and we will have like recitals and stuff,27,0.1111111111111111
11,data_processed/wav/ATL_se0_ag1_f_03_1_part_12.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_12.txt,"Um, I think science. I like science.",5.864,24,Female,I like science I like science,i think science i like science,i like science i like science,6,0.16666666666666666
12,data_processed/wav/ATL_se0_ag1_f_03_1_part_13.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_13.txt,"I like science. I think I started liking science when I was in, um, junior high school because I had a teacher that he really used to push me a lot. And like I was making good grades. I was like, you know what? I l- I kind of like this. I'm making good [grades.]",12.228,24,Female,I like science I think I started liking science when I was in junior high school because I had a teacher that you really used to push me a lot I like I was making good grades I'll let you know I like kind of like this I'm making good grades,i like science i think i started liking science when i was in junior high school because i had a teacher that he really used to push me a lot and like i was making good grades i was like you know what i l i kind of like this im making good grades,i like science i think i started liking science when i was in junior high school because i had a teacher that you really used to push me a lot i like i was making good grades ill let you know i like kind of like this im making good grades,54,0.14814814814814814
13,data_processed/wav/ATL_se0_ag1_f_03_1_part_14.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_14.txt,"And you know, you can learn a lot with science. E- basically everything you do e- equal up with some [science.]",5.398,24,Female,you know you can learn a lot with science reacting to do some science,and you know you can learn a lot with science e basically everything you do e equal up with some science,you know you can learn a lot with science reacting to do some science,21,0.42857142857142855
14,data_processed/wav/ATL_se0_ag1_f_03_1_part_15.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_15.txt,[<laugh>] [It's hard.] Like you feel like you getting something. You writing all this- everything down. And you feel like you getting somewhere and then it ends up being wrong. Especially algebra. Oh my god. don't get me started.,12.08,24,Female,is MAV the most least favorite show is hard like you feel like I'm getting something right and everything down and you feel like you're getting somewhere and then it ends up being wrong slushy algebra,its hard like you feel like you getting something you writing all this everything down and you feel like you getting somewhere and then it ends up being wrong especially algebra oh my god dont get me started,is mav the most least favorite show is hard like you feel like im getting something right and everything down and you feel like youre getting somewhere and then it ends up being wrong slushy algebra,38,0.5789473684210527
15,data_processed/wav/ATL_se0_ag1_f_03_1_part_16.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_16.txt,"When I was in New York I got into maybe two? I'm not like a bad kid. So I didn't really get into a lot of fights. I mean a lot of people don't like me, but-",6.3660000000000005,24,Female,Plaza New York Atlanta maybe two I'm not like bad kids don't like me but,when i was in ny i got into maybe two im not like a bad kid so i didnt really get into a lot of fights i mean a lot of people dont like me but,plaza ny atlanta maybe two im not like bad kids dont like me but,36,0.6944444444444444
16,data_processed/wav/ATL_se0_ag1_f_03_1_part_17.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_17.txt,"Um, I- Not in high school. I mean I know when I was in New York when I use to g- when I was in junior high, I would leave my house extra early to go to the park in the morning time. To swing on the swings. As old as I was in junior high, I could still fit on the swings [<laugh>]",15.640999999999998,24,Female,High School I mean I know when I was in New York when I was in junior high I will leave my house extra early to go to the park in the morning time to swing on the swings as old as I was in junior high I can still swing,i not in high school i mean i know when i was in ny when i use to g when i was in junior high i would leave my house extra early to go to the park in the morning time to swing on the swings as old as i was in junior high i could still fit on the swings,high school i mean i know when i was in ny when i was in junior high i will leave my house extra early to go to the park in the morning time to swing on the swings as old as i was in junior high i can still swing,61,0.22950819672131148
17,data_processed/wav/ATL_se0_ag1_f_03_1_part_18.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_18.txt,"[I don't know how to] double dutch. I know how to hopscotch. And jump regular rope, but I could never catch, um, double dutch.",6.726,24,Female,I don't know how to love him. I know how to Hopscotch and jump regular road but I can never catch double dutch,i dont know how to double dutch i know how to hopscotch and jump regular rope but i could never catch double dutch,i dont know how to love him i know how to hopscotch and jump regular rd but i can never catch double dutch,23,0.17391304347826086
18,data_processed/wav/ATL_se0_ag1_f_03_1_part_19.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_19.txt,"My first job. <ts> It was at a lotto machine. It was for the summer. It was at a nursing home at, um, /RD-WORK-3/ and I was at a lotto machine. And then when I came to, um, Georgia, it was at a daycare. And I was at the front desk. So the lotto machine was in New York. And I was like fifteen. It was just like a summer thing.",21.469,24,Female,my first job it was that a lot of machine it was for the summer it was at a nursing home at and I was at a lot of machine and then when I came to Georgia it was at a daycare not at the front desk so a lot of machines in New York and I was like 15 or just like a summer thing,my first job it was at a lotto machine it was for the summer it was at a nursing home at and i was at a lotto machine and then when i came to ga it was at a daycare and i was at the front desk so the lotto machine was in ny and i was like fifteen it was just like a summer thing,my first job it was that a lot of machine it was for the summer it was at a nursing home at and i was at a lot of machine and then when i came to ga it was at a daycare not at the front desk so a lot of machines in ny and i was like fifteen or just like a summer thing,66,0.21212121212121213
19,data_processed/wav/ATL_se0_ag1_f_03_1_part_20.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_20.txt,"Yeah. Dealing with people and dealing with, you know, different attitudes. Cause you know, a lot of people come in here, they got attitudes about they lotto, so. <laugh>",9.145,24,Female,yes dealing with people and dealing with different attitudes cuz you know a lot of people coming in and got attitudes about Day Lotto,yeah dealing with people and dealing with you know different attitudes cause you know a lot of people come in here they got attitudes about they lotto so,yes dealing with people and dealing with different attitudes cause you know a lot of people coming in and got attitudes about day lotto,28,0.2857142857142857
20,data_processed/wav/ATL_se0_ag1_f_03_1_part_21.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_21.txt,"My dad's side- I mean, I have some that live in New York, and then some that live in Saint Vincent. But I only went there one time, and I don't really- I mean I talk to them every now and again, but I don't see 'em. So I'm more close with my mom's side of family.",12.887,24,Female,my dad side I mean I have some that live in New York and then some other missing Vincent by only went there one time and I don't really I mean I talk to them every now and again but I don't see you so I'm going to my mom's side of the family,my dads side i mean i have some that live in ny and then some that live in st vincent but i only went there one time and i dont really i mean i talk to them every now and again but i dont see em so im more close with my moms side of family,my dad side i mean i have some that live in ny and then some other missing vincent by only went there one time and i dont really i mean i talk to them every now and again but i dont see you so im going to my moms side of the family,56,0.21428571428571427
21,data_processed/wav/ATL_se0_ag1_f_03_1_part_22.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_22.txt,"Uh, I can remember, I had a lot of birthday parties. And we had a lot of, um, parties too, like in the summer time, we used to have like a big barbecue. And that's my favorite time like, it was so much fun, like, I don't know, everybody you see for- that you didn't see for a while come around. And it would just be like- you know, old times. It would be fun.",19.377,24,Female,"Ackerman I had a lot of birthday parties and we had a lot of parties to like in the summertime used to have like a big barbecue and that's my favorite time like it was so much fun like everybody is before that you busy for a while, round and it just be like you know old times will be fun",i can remember i had a lot of birthday parties and we had a lot of parties too like in the summer time we used to have like a big barbecue and thats my favorite time like it was so much fun like i dont know everybody you see for that you didnt see for a while come around and it would just be like you know old times it would be fun,ackerman i had a lot of birthday parties and we had a lot of parties to like in the summertime used to have like a big barbecue and thats my favorite time like it was so much fun like everybody is before that you busy for a while round and it just be like you know old times will be fun,73,0.273972602739726
22,data_processed/wav/ATL_se0_ag1_f_03_1_part_23.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_23.txt,"Of course. I- <laugh> I like- I like to go out and I like to have fun and I like, um, my culture so of course I'm gonna keep that in my family. I want my kids to know about their culture a lot. And our culture a lot.",15.866,24,Female,of course I like to go out and I like to have fun and I like my culture is so of course I'm going to keep that in my family I want my kids to know about their coach a lot and I'll catch up,of course i i like i like to go out and i like to have fun and i like my culture so of course im going to keep that in my family i want my kids to know about their culture a lot and our culture a lot,of course i like to go out and i like to have fun and i like my culture is so of course im going to keep that in my family i want my kids to know about their coach a lot and ill catch up,48,0.1875
23,data_processed/wav/ATL_se0_ag1_f_03_1_part_24.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_24.txt,"[I'm from New York], but I consider myself like, where my mom is from. And like, because, I love that type of music. I love the whole carnival experience. [The] whole- you know, everything about it, it's",12.394,24,Female,I'm from New York but I consider myself like where my mom is from LA because I love that type of music I love the whole Carnival experience the whole you know everything about it,im from ny but i consider myself like where my mom is from and like because i love that type of music i love the whole carnival experience the whole you know everything about it its,im from ny but i consider myself like where my mom is from la because i love that type of music i love the whole carnival experience the whole you know everything about it,36,0.08333333333333333
24,data_processed/wav/ATL_se0_ag1_f_03_1_part_25.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_25.txt,"I've been playing, um, it's called mass. It's like when you get like your costume and you dress up. And you in a parade. Since I was little, I was playing, so. I think all of them.",10.511,24,Female,average land is called math is like when you get like your costume and you dress up and you in the parade since I was little I was playing so I think all of it,ive been playing its called mass its like when you get like your costume and you dress up and you in a parade since i was little i was playing so i think all of them,average land is called math is like when you get like your costume and you dress up and you in the parade since i was little i was playing so i think all of it,36,0.2222222222222222
25,data_processed/wav/ATL_se0_ag1_f_03_1_part_26.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_26.txt,"Um, for a mid line, three. Back line, the least is like two fifty.",5.541,24,Female,the midline three back lines the lease is like 250,for a mid line three back line the least is like two fifty,the midline three back lines the lease is like two hundred fifty,13,0.5384615384615384
26,data_processed/wav/ATL_se0_ag1_f_03_1_part_27.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_27.txt,"[/Seen them/] over a thousand, if you're playing a /unintelligible/ person, like the queen, king, /??/. Oh like, e- Yeah. And if you're playing like, um, like a queen, like a king or- of the band it's like almost a thousand. So, mm-hm.",14.015999999999998,24,Female,I just seen him again like yeah and if you're playing like a like a queen like a king or of the man is like almost a thousand so,seen them over a thousand if youre playing a person like the queen king oh like e yeah and if youre playing like like a queen like a king or of the band its like almost a thousand so,i just seen him again like yeah and if youre playing like a like a queen like a king or of the man is like almost a thousand so,39,0.48717948717948717
27,data_processed/wav/ATL_se0_ag1_f_03_1_part_28.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_28.txt,"So it be easy for you to maneuver in it, but if you're playing like a regular you know like, regular costume, you're not gonna really know, like- You- you might see a guy, but you're not gonna notice what he has on because it's only almost- The guys are just shirtless with shorts and like",16.488,24,Female,so it'd be easy for you to maneuver in it but if you're playing like a regular you don't like regular costume you're not going to really know like you might see a guy but you're not going to notice what he has on because it's only almost the guys are just shirtless with shorts and like,so it be easy for you to maneuver in it but if youre playing like a regular you know like regular costume youre not going to really know like you you might see a guy but youre not going to notice what he has on because its only almost the guys are just shirtless with shorts and like,so itd be easy for you to maneuver in it but if youre playing like a regular you dont like regular costume youre not going to really know like you might see a guy but youre not going to notice what he has on because its only almost the guys are just shirtless with shorts and like,58,0.05172413793103448
28,data_processed/wav/ATL_se0_ag1_f_03_1_part_29.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_29.txt,"um, some kind of jewelry around the neck, or something like that and a headband. It's nothing to extravagant when you're just playing with the band, like. But when it's like, the king, or queen, it's- you'll notice. They'll stand out because it's huge.",11.05,24,Female,some kind of jewelry around the neck or some like that and a headband it's nothing too extravagant when you're just playing with the band like but when it's like the king or queen as you'll notice to stand out because it's huge,some kind of jewelry around the neck or something like that and a headband its nothing to extravagant when youre just playing with the band like but when its like the king or queen its youll notice theyll stand out because its huge,some kind of jewelry around the neck or some like that and a headband its nothing too extravagant when youre just playing with the band like but when its like the king or queen as youll notice to stand out because its huge,43,0.09302325581395349
29,data_processed/wav/ATL_se0_ag1_f_03_1_part_30.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_30.txt,"I mean, I really don't know. I can't speak on something I don't know because we weren't there when you know, he approached these females, or whatever the case may be. So I really don't know. And I can't speak on it, cause I don't know",13.935,24,Female,I mean I really don't know I can't speak on something I don't know because we weren't there when you know he approached these females or whatever the case may be so I really don't know and I can speak on it,i mean i really dont know i cant speak on something i dont know because we werent there when you know he approached these females or whatever the case may be so i really dont know and i cant speak on it cause i dont know,i mean i really dont know i cant speak on something i dont know because we werent there when you know he approached these females or whatever the case may be so i really dont know and i can speak on it,46,0.10869565217391304
30,data_processed/wav/ATL_se0_ag1_f_03_1_part_31.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_31.txt,"[But] that doesn't affect how I listen to his music. If he make good music, he make good music. His actions don't have nothing to do with me listening to what he was singing about, so.",8.407,24,Female,that doesn't affect how I listen to his music music music his actions don't have nothing to do with me listening to what she's thinking about,but that doesnt affect how i listen to his music if he make good music he make good music his actions dont have nothing to do with me listening to what he was singing about so,that doesnt affect how i listen to his music music music his actions dont have nothing to do with me listening to what shes thinking about,36,0.3333333333333333
31,data_processed/wav/ATL_se0_ag1_f_03_1_part_32.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_32.txt,but- [/??/.] [huh?] Yeah it got dark. And I just thought it was about to rain. I didn't- I didn't remember-,5.841,24,Female,but yeah it got dark and I just thought it was about to rain I didn't I didn't remember,but huh yeah it got dark and i just thought it was about to rain i didnt i didnt remember,but yeah it got dark and i just thought it was about to rain i didnt i didnt remember,20,0.05
32,data_processed/wav/ATL_se0_ag1_f_03_1_part_33.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_33.txt,"Um, I like SZA. I like Sevyn Streeter, I like Chris Brown, I like Trey Songz. I like Kodak Black. I like Cardi B. Uh, who else? I like YT. Uh- (laughing) who else? Um, Wale. Wale he sucks /???/. (whispered) [Kanye.]",21.736,24,Female,I like sza I like Sevyn Streeter I like Chris Brown like Trey Songz I like Kodak Black I like cardi B like watching kayak,i like sza i like sevyn streeter i like chris brown i like trey songz i like kodak black i like cardi b who else i like yt who else wale wale he sucks kanye,i like sza i like sevyn streeter i like chris brown like trey songz i like kodak black i like cardi b like watching kayak,35,0.34285714285714286
33,data_processed/wav/ATL_se0_ag1_f_03_1_part_34.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_34.txt,"Uh, who else? I listen to so much music. I like, um, <ts> what's the boy name? He's it right now. I forgot his name though. Um, Moneybagg Yo.",15.505999999999998,24,Female,I listen to so much music I like what's the boy name is it right now moneybagg yo,who else i listen to so much music i like whats the boy name hes it right now i forgot his name though moneybagg yo,i listen to so much music i like whats the boy name is it right now moneybagg yo,25,0.32
34,data_processed/wav/ATL_se0_ag1_f_03_1_part_35.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_35.txt,"[Um], who else? I like everybody. I mean [I think if somebody-] [/Your Af-/] [huh?] [Your] African god. I love Davito. I like African music too. I forgot to say that. I love African music.",10.841,24,Female,everybody I love the video,who else i like everybody i mean i think if somebody your af huh your african god i love davito i like african music too i forgot to say that i love african music,everybody i love the video,34,0.9117647058823529
35,data_processed/wav/ATL_se0_ag1_f_03_1_part_36.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_36.txt,"Yeah. I like- I like a lot of, um, different types of music and a lot of different type of- types of artists. I feel like when some people look at my playlist, or hear like different things, when I'm driving around with them, they're like, oh you listen to this? Like they wouldn't think I would listen to it. Like, I like- I love music basically.",17.324,24,Female,yeah I like I like a lot of different types of music different types of artists I feel like when some people look at my playlist or hear like different things when I'm driving around with them they're like oh you listen to this I think I will listen to it like I like I love music basic,yeah i like i like a lot of different types of music and a lot of different type of types of artists i feel like when some people look at my playlist or hear like different things when im driving around with them theyre like oh you listen to this like they wouldnt think i would listen to it like i like i love music basically,yeah i like i like a lot of different types of music different types of artists i feel like when some people look at my playlist or hear like different things when im driving around with them theyre like oh you listen to this i think i will listen to it like i like i love music basic,66,0.16666666666666666
36,data_processed/wav/ATL_se0_ag1_f_03_1_part_37.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_37.txt,"Know what, I think, um, since I'm older now, I haven't really even been watching TV like that. Honestly. I can't tell. I could say when I come in the house, my TV's on the same channel for about three, four days. But when I do watch TV, I watch, um, Power. A lot of [stuff be on] record too, so. [Mm-hm.]",20.673,24,Female,know what I think since I'm older now I haven't really even been watching TV like that honestly I can't tell I can say when I come in the house my TV's on the same channel for about 3-4 days but when I do watch TV I watch a lot of stuff,know what i think since im older now i havent really even been watching tv like that honestly i cant tell i could say when i come in the house my tvs on the same channel for about three four days but when i do watch tv i watch power a lot of stuff be on record too so,know what i think since im older now i havent really even been watching tv like that honestly i cant tell i can say when i come in the house my tvs on the same channel for about three four days but when i do watch tv i watch a lot of stuff,59,0.11864406779661017
37,data_processed/wav/ATL_se0_ag1_f_03_1_part_38.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_38.txt,"[Um], I like musicals. So if there's a musical movie on, I'm watching that. Riverdale. And anything [scary.] [I don't] even like Love And Hip Hop like that no more, that's crazy.",9.229,24,Female,I like musicals if there's a musical movie on am watching that Riverdale,i like musicals so if theres a musical movie on im watching that riverdale and anything scary i dont even like love and hip hop like that no more thats crazy,i like musicals if theres a musical movie on am watching that riverdale,31,0.6129032258064516
38,data_processed/wav/ATL_se0_ag1_f_03_1_part_39.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_39.txt,"Um, I like scary movies. So if there's a scary movie on, or a scary show, I'm watching it. Like True Blood, that used to be my show. But it doesn't come on anymore.",7.29,24,Female,I like scary movies so if there's a scary movie on our scary show I'm watching it like True Blood days to be my show but it doesn't come on anymore,i like scary movies so if theres a scary movie on or a scary show im watching it like true blood that used to be my show but it doesnt come on anymore,i like scary movies so if theres a scary movie on our scary show im watching it like true blood days to be my show but it doesnt come on anymore,33,0.12121212121212122
39,data_processed/wav/ATL_se0_ag1_f_03_1_part_40.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_40.txt,"Um, /Scream/. [Scream /?/.] [Yeah, Scream is] good. It was cheesy at first, but I [like it.]",6.4529999999999985,24,Female,yes cream is yes cream is good it was cheesy at first but I like,scream scream yeah scream is good it was cheesy at first but i like it,yes cream is yes cream is good it was cheesy at first but i like,15,0.4
40,data_processed/wav/ATL_se0_ag1_f_03_1_part_41.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_41.txt,"Um, what else. I like some shows on [Netflix, like Dear Black] [People-] I mean, Dear White People. [Mm-hm, Pretty Little L- [Pretty-]",7.051,24,Female,I like some shows on Netflix are black people I mean dear white people,what else i like some shows on netflix like dear black people i mean dear white people pretty little l pretty,i like some shows on netflix are black people i mean dear white people,21,0.38095238095238093
41,data_processed/wav/ATL_se0_ag1_f_03_1_part_42.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_42.txt,"Um, the most I pay is probably like thirty, forty dollars. [<laugh>]",7.638,24,Female,I'm the most happiest party light 30 $40,the most i pay is probably like thirty forty dollars,im the most happiest party light thirty forty dollars,10,0.6
42,data_processed/wav/ATL_se0_ag1_f_03_1_part_43.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_43.txt,"Shoes, if it's a really good pair of shoes, you probably spending like a hundred and some change.",7.345,24,Female,shoe if it's a really good pair of shoes price spending like a hundred and some change,shoes if its a really good pair of shoes you probably spending like a hundred and some change,shoe if its a really good pair of shoes price spending like a hundred and some change,18,0.16666666666666666
43,data_processed/wav/ATL_se0_ag1_f_03_1_part_44.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_44.txt,"if it's like- I'm not gonna go extravagant, like get red bottoms, or something. If it's just not my birthday or something. [Like]",5.757999999999999,24,Female,if it's like I'm not going to go extravagant I get red bottoms or something if it's just not my birthday or something,if its like im not going to go extravagant like get red bottoms or something if its just not my birthday or something like,if its like im not going to go extravagant i get red bottoms or something if its just not my birthday or something,24,0.08333333333333333
44,data_processed/wav/ATL_se0_ag1_f_03_1_part_45.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_45.txt,If it's my birthday then okay honestly I could spend like that eight-hundred or that nine-hundred for some red bottoms or [something.],5.125,24,Female,if it's my birthday been okay I said I can spend like that 800 at 900 for some red bottoms,if its my birthday then okay honestly i could spend like that eight hundred or that nine hundred for some red bottoms or something,if its my birthday been okay i said i can spend like that eight hundred at nine hundred for some red bottoms,24,0.3333333333333333
45,data_processed/wav/ATL_se0_ag1_f_03_1_part_46.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_46.txt,"<ts> Um, hopefully I have my RN, or my CNA by then. And, um, working probably as a traveling nurse. And, um, probably started my career in, opening a senior living home. I wanna open a senior living home.",21.033,24,Female,oh hopefully I have my RN or my CNA by then and working Polly as a traveling nurse probably started my career and opening a senior living home I want to open a senior living home,hopefully i have my rn or my cna by then and working probably as a traveling nurse and probably started my career in opening a senior living home i wanna open a senior living home,oh hopefully i have my rn or my cna by then and working polly as a traveling nurse probably started my career and opening a senior living home i want to open a senior living home,35,0.17142857142857143
46,data_processed/wav/ATL_se0_ag1_f_03_1_part_47.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_47.txt,"I mean the money's gonna be good too, but, um, I've been working where old- with older people",5.659,24,Female,I mean the money is going to be good to but I've been working with older people,i mean the moneys going to be good too but ive been working where old with older people,i mean the money is going to be good to but ive been working with older people,18,0.2777777777777778
47,data_processed/wav/ATL_se0_ag1_f_03_1_part_48.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_48.txt,"[for] a while. And, um, it's crazy because like, family members, they tend to forget about their- Your mom, or dad, or aunts, uncles. And at the end of the day, their family becomes us, the workers. So I just always have like a soft spot for them. And they're sweet. Like- I mean they at- at some point in life, that's gonna be me, you [know. So] I would want somebody to care about me.",28.863000000000003,24,Female,Bow Wow and it's crazy because I family members they tend to forget about the your mom or dad or aunts or uncles and at the end of the day their family becomes us the workers so I just always have like a soft spot for them and they're sweet like I mean at some point in life that's going to be me you know so I want somebody to care about me,for a while and its crazy because like family members they tend to forget about their your mom or dad or aunts uncles and at the end of the day their family becomes us the workers so i just always have like a soft spot for them and theyre sweet like i mean they at at some point in life thats going to be me you know so i would want somebody to care about me,bow wow and its crazy because i family members they tend to forget about the your mom or dad or aunts or uncles and at the end of the day their family becomes us the workers so i just always have like a soft spot for them and theyre sweet like i mean at some point in life thats going to be me you know so i want somebody to care about me,76,0.11842105263157894
48,data_processed/wav/ATL_se0_ag1_f_03_1_part_49.wav,data_processed/txt/ATL_se0_ag1_f_03_1_part_49.txt,[Of course I use lotion. <laugh>] [Of course.] [<laugh>],6.382999999999999,24,Female,of course I use lotion of course I use lotion,of course i use lotion of course,of course i use lotion of course i use lotion,7,0.42857142857142855
