wav_file,txt_file,groundtruth_text,duration,age,gender,audio_file,google_transcription,clean_text,clean_google_transcription,wordcount,clean_google_transcription_wer
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_11.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_11.txt,"[<ts>] [No, I was] really family oriented. My mom, um,",5.377000000000002,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_11.wav,no I was really family-oriented my mom,no i was really family oriented my mom,no i was really family oriented my mom,8,0.0
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_12.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_12.txt,"didn't, <exhale> like me being outside of the family so if anybody watched me, it was family. So I was always at my uncle's house or my aunt's house or my grandmother for a very long time took care of me. Um, my other- both- I know both of my maternal- or my maternal and my paternal grandmothers took care of me, until my mother's mom moved to Alabama, and then my father's mom watched me. And as I got older, you know, I got bored at my grandma's house, so I started going to my aunt's house, so",29.788,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_12.wav,like me being outside of the family so if anybody watched me it was family so I was always at my uncle's house and my aunts house or my grandmother for a very long time to care for me my other both I know both of my maternal or my maternal and my paternal grandmother took care of me until my mother's mom moved to Alabama and then my father's Mom watch me and as I got older and I got bored at my grandma's house so I started going to my aunt's house,didnt like me being outside of the family so if anybody watched me it was family so i was always at my uncles house or my aunts house or my grandmother for a very long time took care of me my other both i know both of my maternal or my maternal and my paternal grandmothers took care of me until my mothers mom moved to al and then my fathers mom watched me and as i got older you know i got bored at my grandmas house so i started going to my aunts house so,like me being outside of the family so if anybody watched me it was family so i was always at my uncles house and my aunts house or my grandmother for a very long time to care for me my other both i know both of my maternal or my maternal and my paternal grandmother took care of me until my mothers mom moved to al and then my fathers mom watch me and as i got older and i got bored at my grandmas house so i started going to my aunts house,97,0.09278350515463918
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_13.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_13.txt,"the east side existed. Um, my mom was good about taking me to- she always took me out, you know, whether it was like a weekend at Corning Museum or, you know, doing different things, she took me out, but I didn't have no business on the east side. I didn't know what it was until I got older, so",15.26,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_13.wav,the Eastside existed about taking me to the she always took me out you know whether it was like a weekend at Corning Museum where you know doing different things she took me out but I didn't have no business on east side I didn't know it was because I got older,the east side existed my mom was good about taking me to she always took me out you know whether it was like a weekend at corning museum or you know doing different things she took me out but i didnt have no business on the east side i didnt know what it was until i got older so,the eastside existed about taking me to the she always took me out you know whether it was like a weekend at corning museum where you know doing different things she took me out but i didnt have no business on east side i didnt know it was because i got older,59,0.2033898305084746
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_14.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_14.txt,"[definitely a west sider.] Um, <laugh> so, the- the west side, I'd say- not even- I don't know, I feel like, um, there's m- more family oriented, people- working class people, um, families, working class people. Whereas the east side is kind of- it's bigger, so you have more opportunity for subsidized housing and people that get, um, <ts> you know, government assistance. Not saying that that doesn't exist on this side, but I just find that there's a higher percentage of homeowners per se on the west side, but it's smaller, so I don't know percentage-wise if you could actually- how it would stack up, but. The east side is kind of like the wild wild west. [<laugh>]",43.732,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_14.wav,definitely website of the West Side I'd say not even I don't know why I feel like there's more family-oriented people Working Class People families Working Class People where is Eastside is kind of its bigger so you have more opportunity for subsidized housing and people that get you know government assistance not saying that that doesn't exist on this side but I just find that there's a higher percentage of homeowners per se on the west side but it's smaller so I don't know percentage rise if you can actually how it was back up but the east side is kind of like the Wild Wild West,definitely a west sider so the the west side id say not even i dont know i feel like theres m more family oriented people working class people families working class people whereas the east side is kind of its bigger so you have more opportunity for subsidized housing and people that get you know government assistance not saying that that doesnt exist on this side but i just find that theres a higher percentage of homeowners per se on the west side but its smaller so i dont know percentage wise if you could actually how it would stack up but the east side is kind of like the wild wild west,definitely website of the west side id say not even i dont know why i feel like theres more family oriented people working class people families working class people where is eastside is kind of its bigger so you have more opportunity for subsidized housing and people that get you know government assistance not saying that that doesnt exist on this side but i just find that theres a higher percentage of homeowners per se on the west side but its smaller so i dont know percentage rise if you can actually how it was back up but the east side is kind of like the wild wild west,113,0.13274336283185842
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_15.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_15.txt,"[Yeah], yeah on the west side, you know, with the exception of maybe like Jefferson, you know, there's a few areas that are kind of like, woo I wouldn't go over there, but it's more of a friendly neighborhood I'd say. My opinion. [<laugh>]",13.433,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_15.wav,with the exception of maybe like Jefferson you know there's a few areas that are kind of like who I was over there but it's more of a friendly neighborhood I'd say my opinion,yeah yeah on the west side you know with the exception of maybe like jefferson you know theres a few areas that are kind of like i wouldnt go over there but its more of a friendly neighborhood id say my opinion,with the exception of maybe like jefferson you know theres a few areas that are kind of like who i was over there but its more of a friendly neighborhood id say my opinion,42,0.2619047619047619
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_16.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_16.txt,"<ts> Oh gosh, I cannot think of the- I went to kindergarten at either- I think it was /RD-SCHOOL-4/, I can't remember. But from /RD-SCHOOL-4/ I went to /RD-SCHOOL-3/, school number /RD-SCHOOL-2/. And from there, I went to /RD-SCHOOL-2/, and that's where I graduated from. So I didn't do too much jumping around. [I was- pretty much] in the same place, stability. <laugh>",23.421,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_16.wav,oh gosh I cannot think of the I went to kindergarten it either. I think it was I can't remember but from that went to and from there I went in after I graduated from so I didn't do too much jumping around I was looking pretty much the same place and dipity,oh gosh i cannot think of the i went to kindergarten at either i think it was i cant remember but from i went to school number and from there i went to and thats where i graduated from so i didnt do too much jumping around i was pretty much in the same place stability,oh gosh i cannot think of the i went to kindergarten it either i think it was i cant remember but from that went to and from there i went in after i graduated from so i didnt do too much jumping around i was looking pretty much the same place and dipity,56,0.21428571428571427
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_17.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_17.txt,"[Mm-hm.] <ts> Middle school, I started in middle school, so. I started and never left. I fell in love. My, um- actually, for high school, my options were either go to Nazareth or, Wilson, and my mom was like you're not going to Wilson. <laugh> I didn't really want to go to Wilson [because]",18.735,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_17.wav,in high school or middle school middle school I started in middle school so I started and never left my family Love Actually for high school my options were either go to Nazareth or Wilson and my mom was like you're not going nowhere fifth I didn't really want to go to Wilson because,middle school i started in middle school so i started and never left i fell in love my actually for high school my options were either go to nazareth or wilson and my mom was like youre not going to wilson i didnt really want to go to wilson because,in high school or middle school middle school i started in middle school so i started and never left my family love actually for high school my options were either go to nazareth or wilson and my mom was like youre not going nowhere fifth i didnt really want to go to wilson because,50,0.24
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_18.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_18.txt,"a lot of the kids I went to elementary from- I was overweight growing up, so a lot of the kids were going to Wilson, and I didn't want to go because they used to tease me all the time, so I didn't want to go to Wilson. And I didn't want to go to a all girls school, cause I was like, great I'm never gonna have a boyfriend. <laugh> (pause 0.005)",16.092,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_18.wav,a lot of the kids I went to Elementary from that was overweight growing up so a lot of the kids were going to Wilson and I didn't want to go because they sees me all the time so I didn't want to go to Wilson and I didn't want to go to all girl school sounds like great I'm never going to have a boyfriend,a lot of the kids i went to elementary from i was overweight growing up so a lot of the kids were going to wilson and i didnt want to go because they used to tease me all the time so i didnt want to go to wilson and i didnt want to go to a all girls school cause i was like great im never going to have a boyfriend,a lot of the kids i went to elementary from that was overweight growing up so a lot of the kids were going to wilson and i didnt want to go because they sees me all the time so i didnt want to go to wilson and i didnt want to go to all girl school sounds like great im never going to have a boyfriend,71,0.1267605633802817
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_19.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_19.txt,"[So I] didn't want to go to Nazareth. Um, s- in /RD-SCHOOL-4/ c- I've always been a active kid, dancing, um, cheerleading. I was always in something, so /RD-SCHOOL-4/ made the most sense honestly, so.",10.254,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_19.wav,5 day weather Garden Everett I've always been active kid dancing I'm cheerleading I was writing something so make the most,so i didnt want to go to nazareth s in c ive always been a active kid dancing cheerleading i was always in something so made the most sense honestly so,five day weather garden everett ive always been active kid dancing im cheerleading i was writing something so make the most,31,0.6129032258064516
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_20.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_20.txt,"Um, I always dabbled in everything though. Cause sixth grade when we started, they had like an explore arts program, so you kind of did everything. You went through vocal, drama, music, creative writing. Um, but dance was just my thing, it was my go-to, so, that's what I stuck with. Although I (breathy) probably should have switched or tried double major with drama, probably would have done well with that. [<laugh>]",24.785,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_20.wav,is dad with and everything though his Dixon right when we started they had like in the Explorer arts program so you kind of did everything you went through focal drama music creative writing Amber dance was just my thing it was my go-to so that's what I stuck with after I probably should have switched your tide double major with drama I probably would have done well with that,i always dabbled in everything though cause sixth grade when we started they had like an explore arts program so you kind of did everything you went through vocal drama music creative writing but dance was just my thing it was my go to so thats what i stuck with although i probably should have switched or tried double major with drama probably would have done well with that,is dad with and everything though his dixon right when we started they had like in the explorer arts program so you kind of did everything you went through focal drama music creative writing amber dance was just my thing it was my go to so thats what i stuck with after i probably should have switched your tide double major with drama i probably would have done well with that,69,0.2318840579710145
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_21.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_21.txt,"[Oh okay they do] explore arts though, okay [so it's] not just like you got to go pick what you want, [/?/]",5.535,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_21.wav,oh okay they boo Explorer it still okay so that's why I just got to go pick what you want,oh okay they do explore arts though okay so its not just like you got to go pick what you want,oh okay they boo explorer it still okay so thats why i just got to go pick what you want,21,0.42857142857142855
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_22.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_22.txt,"[Cause we] were the last sixth grade class, so, the class of O eight, anybody that was there from middle school, was the last sixth grade class at /RD-SCHOOL-4/, so.",9.784,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_22.wav,tell you where the last 6th grade class so the class of 08 anybody that was there from middle school was the last 6th grade classes,cause we were the last sixth grade class so the class of oh eight anybody that was there from middle school was the last sixth grade class at so,tell you where the last sixth grade class so the class of eight anybody that was there from middle school was the last sixth grade classes,29,0.2413793103448276
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_23.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_23.txt,"Um, it was honestly the best- one of the best times of my life. Um, I really- I'm really thankful that I went to that school for so many different reasons. Um, it- you know, I was always open minded anyway as an individual, but going there, it allowed me to explore and kind of figure out who I was at a young age. Um, it was a outlet, and I got to experience so many things that I would have never, in- even in my adulthood, I would have never- you know, I would have never got to dance with /RD-NAME-3/",30.608,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_23.wav,it wasn't honestly the best one of the best times of my life I really I'm really thankful that I went to that school for so many different reasons you know I was always open-minded anyway as an individual but go in there it allowed me to explore and kind of figure out who I was at a young age I don't know what the outlet and I got to experience so many things that I would have never even in my adulthood I would have never know I would have never got to dance,it was honestly the best one of the best times of my life i really im really thankful that i went to that school for so many different reasons it you know i was always open minded anyway as an individual but going there it allowed me to explore and kind of figure out who i was at a young age it was a outlet and i got to experience so many things that i would have never in even in my adulthood i would have never you know i would have never got to dance with,it wasnt honestly the best one of the best times of my life i really im really thankful that i went to that school for so many different reasons you know i was always open minded anyway as an individual but go in there it allowed me to explore and kind of figure out who i was at a young age i dont know what the outlet and i got to experience so many things that i would have never even in my adulthood i would have never know i would have never got to dance,97,0.12371134020618557
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_24.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_24.txt,"[if I] didn't go to /RD-SCHOOL-4/, you know, so. So many cool experiences, so many different people from different walks of life and, um, just kind of the foundation of you never know what you're gonna get from somebody, so before you kind of judge you should give somebody a chance to open up and see what they can offer. I love that school.",18.895,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_24.wav,so many cool experiences so many different people from different walks of life and this kind of the foundation of you never know what you're going to get from somebody so before you kind of Judge you should give somebody a chance to open up and see what they can offer,if i didnt go to you know so so many cool experiences so many different people from different walks of life and just kind of the foundation of you never know what youre going to get from somebody so before you kind of judge you should give somebody a chance to open up and see what they can offer i love that school,so many cool experiences so many different people from different walks of life and this kind of the foundation of you never know what youre going to get from somebody so before you kind of judge you should give somebody a chance to open up and see what they can offer,63,0.20634920634920634
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_25.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_25.txt,"[I mean], that's as far as the arts goes. As far as the education portion, I'm a bit disappointed because, um, I'm a first generation college student, [so],",10.234,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_25.wav,I mean that's as far as the Arts goes as far as the education portion I'm a bit disappointed because I'm a first-generation college student so,i mean thats as far as the arts goes as far as the education portion im a bit disappointed because im a first generation college student so,i mean thats as far as the arts goes as far as the education portion im a bit disappointed because im a first generation college student so,27,0.0
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_26.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_26.txt,"um, you know, my parents' goal back then was work, get out. You know, companies were around so my dad got out of school and worked at Kodak, and he retired from there, so he was there for thirty-five plus years. My mom's been with the state for twenty-six years almost. So, you know, they got jobs and worked. Um, <ts> in school, n- all I knew was I'm going to college. I didn't know how I got there, how you pay for it, what to do. So when I kind of got there, I was stuck because my parents didn't really know what to do, other than tell me, you're going to college. So, I don't think /RD-SCHOOL-4/ really prepared me for school. They just wanted me to graduate. [And they pushed] me along and I feel like, um-",47.37300000000001,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_26.wav,"you know my parents go back then with work it out you know companies were around so my dad got out of school and worked at Kodak and he retired from there so he was there for 35 + years, I've been with the state for 26 years almost so you know they got jobs and work in school all I knew was I'm going to college I didn't know how I got there how you pay for it what to do so when I kind of got there I was stuck because my parents didn't really know what to do other than tell me you're going to college so I don't think really prepared me for school they just wanted me to graduate and they pushed me along and I feel like",you know my parents goal back then was work get out you know companies were around so my dad got out of school and worked at kodak and he retired from there so he was there for thirty five plus years my moms been with the st for twenty six years almost so you know they got jobs and worked in school n all i knew was im going to college i didnt know how i got there how you pay for it what to do so when i kind of got there i was stuck because my parents didnt really know what to do other than tell me youre going to college so i dont think really prepared me for school they just wanted me to graduate and they pushed me along and i feel like,you know my parents go back then with work it out you know companies were around so my dad got out of school and worked at kodak and he retired from there so he was there for thirty five years ive been with the st for twenty six years almost so you know they got jobs and work in school all i knew was im going to college i didnt know how i got there how you pay for it what to do so when i kind of got there i was stuck because my parents didnt really know what to do other than tell me youre going to college so i dont think really prepared me for school they just wanted me to graduate and they pushed me along and i feel like,137,0.058394160583941604
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_27.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_27.txt,"I was just have- actually I was just having this conversation with /RD-NAME-2/ about how, you know, they didn't prepare me. They- I don't feel like they prepared me for college. They just said, okay, get good grades, apply to school you want, go there, you'll be fine. That's not- that is not nearly- Nobody told me, don't apply to a nursing program right out of high [school.]",20.56,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_27.wav,I was just have actually I was just having this conversation about how you know they didn't prepare me they I don't feel like they prepared me for college they just said okay get good grades apply to school go there you'll be fine. Dad is not nearly nobody told me don't apply to a nursing program right out of high school,i was just have actually i was just having this conversation with about how you know they didnt prepare me they i dont feel like they prepared me for college they just said okay get good grades apply to school you want go there youll be fine thats not that is not nearly nobody told me dont apply to a nursing program right out of high school,i was just have actually i was just having this conversation about how you know they didnt prepare me they i dont feel like they prepared me for college they just said okay get good grades apply to school go there youll be fine dad is not nearly nobody told me dont apply to a nursing program right out of high school,67,0.08955223880597014
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_28.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_28.txt,"And the first person that did was a black man, and I took so much offense to it because I thought he was insulting my intelligence, not realizing, you know, <ts> you've never taken A and P, how are you gonna get into a nursing program, you know. I didn't know that so, looking back, I wish I woulda listened to that man. <laugh>",18.518,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_28.wav,and the first person that did was a black man and I took so much offense to it because I thought he was insulting my intelligence not realizing you know you've never taken A&P how are you going to get into a nursing program you know I didn't know that so looking back I wish I would listen to that man,and the first person that did was a black man and i took so much offense to it because i thought he was insulting my intelligence not realizing you know youve never taken a and p how are you going to get into a nursing program you know i didnt know that so looking back i wish i woulda listened to that man,and the first person that did was a black man and i took so much offense to it because i thought he was insulting my intelligence not realizing you know youve never taken a p how are you going to get into a nursing program you know i didnt know that so looking back i wish i would listen to that man,63,0.047619047619047616
data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_29.wav,data_processed_ROC/txt/ROC_se0_ag1_f_01_1_part_29.txt,"[/Cause it/] broke my heart when I applied and didn't get in. But, um, yeah, no. Miss- what was her name, um, the counselor. [I can't-]",8.579,26,Female,data_processed_ROC/wav/ROC_se0_ag1_f_01_1_part_29.wav,my heart went outside and didn't get in but yeah I know her name is the counselor,cause it broke my heart when i applied and didnt get in but yeah no miss what was her name the counselor i cant,my heart went outside and didnt get in but yeah i know her name is the counselor,24,0.5416666666666666
