wav_file,txt_file,groundtruth_text,duration,age,gender,audio_file,google_transcription,clean_text,clean_google_transcription,wordcount,clean_google_transcription_wer
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_5.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_5.txt,"At times I was like, oh my Lord I'm tired of driving, but I couldn't see myself going there because my mom- And then like, every evening- I think I /inaudible/ maybe six or seventh grade I think or- Sixth or seventh grade, one of the- my mother, she still got up every morning and um, brought me to my grandmother house so I could catch the bus [in] Princeville still",20.196,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_5.wav,my Lord I'm tired of driving but I couldn't see myself going there because then like every evening I think I'm about to maybe 6 or 7th grade I think there's six or seven out of every morning and I promised my grandmother house so I can catch the bus in Princeville seal,at times i was like oh my lord im tired of driving but i couldnt see myself going there because my mom and then like every evening i think i maybe six or seventh grade i think or sixth or seventh grade one of the my mother she still got up every morning and brought me to my grandmother house so i could catch the bus in princeville still,my lord im tired of driving but i couldnt see myself going there because then like every evening i think im about to maybe six or seventh grade i think theres six or seven out of every morning and i promised my grandmother house so i can catch the bus in princeville seal,69,0.42028985507246375
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_6.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_6.txt,"[But] /RD-SCHOOL-3/ my ninth and tenth grade year was kind of okay cause I would go to a friend house to catch the bus to go there. But after half semester of tenth through twelfth I drove myself [from] there, so from Battleboro so.",11.82,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_6.wav,but I just take what year was kind of okay cuz I will go to a friend house to catch the bus to go there but after half semester 10 to 12 I drove myself from there so,but my ninth and tenth grade year was kind of okay cause i would go to a friend house to catch the bus to go there but after half semester of tenth through twelfth i drove myself from there so from battleboro so,but i just take what year was kind of okay cause i will go to a friend house to catch the bus to go there but after half semester ten to twelve i drove myself from there so,43,0.3023255813953488
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_7.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_7.txt,"but like, d- now honestly, temperature-wise, well Greensboro is worse.",5.112,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_7.wav,but like temperature wise what brings word is worse,but like d now honestly temperature wise well greensboro is worse,but like temperature wise what brings word is worse,11,0.5454545454545454
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_8.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_8.txt,"Yes because- Okay, back east, you know we got the coast, you know, we kind of closer to the coast around here [you know, but] um,",6.606,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_8.wav,yes because okay back in the cold you know what kind of closer to the Kohl's around here you know but I,yes because okay back east you know we got the coast you know we kind of closer to the coast around here you know but,yes because okay back in the cold you know what kind of closer to the kohls around here you know but i,25,0.36
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_9.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_9.txt,"[<laugh>] They- they- this city girl, she was like, what is the problem? She was like, when it snow y'all shut everything down. She was like, it is not that serious. I said, yes it is for us. We're not used to no snow. We shut every- She said, oh no, honey. We would truck- She said, only way we get out of school was a blizzard.",14.332,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_9.wav,because she was like what the problem was like everything I should like it's not that serious I say yes it is,they they this city girl she was like what is the problem she was like when it snow yall shut everything down she was like it is not that serious i said yes it is for us were not used to no snow we shut every she said oh no honey we would truck she said only way we get out of school was a blizzard,because she was like what the problem was like everything i should like its not that serious i say yes it is,66,0.7424242424242424
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_10.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_10.txt,"like, like the girl she was saying, like, she- like, snow be right here honey. We gotta crawl over there, [do whatever] we gotta do, put on our hiking boots and go to class. I'm like,",6.5870000000000015,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_10.wav,like like,like like the girl she was saying like she like snow be right here honey we gotta crawl over there do whatever we gotta do put on our hiking boots and go to class im like,like like,36,0.9444444444444444
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_11.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_11.txt,"oh no, we don't play that. We would shut the whole city- whole town- state down [for a] month. I mean but it's good.",7.375,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_11.wav,oh no we don't play that we will shut the whole CD hose house take down,oh no we dont play that we would shut the whole city whole town st down for a month i mean but its good,oh no we dont play that we will shut the whole cd hose house take down,24,0.5416666666666666
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_12.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_12.txt,"[Like] um, everybody be like- cause like when it snow at school I'm still like, we always be like, we gotta go to the grocery. We gotta get some groceries. I'm like, the girl- She's from Jersey- [She was like,]",9.662,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_12.wav,no it's cool I'm still like we always,like everybody be like cause like when it snow at school im still like we always be like we gotta go to the grocery we gotta get some groceries im like the girl shes from jersey she was like,no its cool im still like we always,39,0.8717948717948718
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_13.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_13.txt,"why- why are we- she said, why can I- why did I go to Walmart? Why did I go to the grocery store and it was so packed? Like, what's going on? I said, it's gonna snow. She was like, and? I was like, you wouldn't know nothing about this so don't even worry about it. But it's just- it's just how it is here. We do that. We're not used to snow at all, [but-]",17.953,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_13.wav,why was he goes to Walmart why did I go to gross know he was so packed like what's going on and I was like you don't even worry about it but it is it is hot is it we do that we're not used to snow at all,why why are we she said why can i why did i go to walmart why did i go to the grocery store and it was so packed like whats going on i said its going to snow she was like and i was like you wouldnt know nothing about this so dont even worry about it but its just its just how it is here we do that were not used to snow at all but,why was he goes to walmart why did i go to gross know he was so packed like whats going on and i was like you dont even worry about it but it is it is hot is it we do that were not used to snow at all,77,0.5194805194805194
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_14.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_14.txt,"it's- it's just- uh- I'm like, um, think it was September when hurricane- I can't- ha- hurricane- I can't remember which one it was, but it was just this year",7.4860000000000015,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_14.wav,is Harry Kane just one of those losses this year,its its just im like think it was september when hurricane i cant hurricane i cant remember which one it was but it was just this year,is harry kane just one of those losses this year,27,0.8888888888888888
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_15.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_15.txt,"And uh, she was like, Oh my God, what is going on? I'm so scared! What is- ha- What is a hur- Why is the wind- Why is the building- wh- why is it shaking? I'm like, calm down. We calm on the f- hurricane? We were like-",11.082,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_15.wav,she was like oh my God what is going on I'm so scared,and she was like oh my god what is going on im so scared what is what is a hur why is the wind why is the building wh why is it shaking im like calm down we calm on the f hurricane we were like,she was like oh my god what is going on im so scared,46,0.717391304347826
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_16.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_16.txt,"it's nothing. We sit there, let the wind blow- it's gonna blow down everything. We're used to it. But when in a snow storm, it's quite different. So it's like,",7.529,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_16.wav,is nothing we sit there and let the wind blow if it's going to blow that everything will you still going so far,its nothing we sit there let the wind blow its going to blow down everything were used to it but when in a snow storm its quite different so its like,is nothing we sit there and let the wind blow if its going to blow that everything will you still going so far,31,0.6129032258064516
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_17.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_17.txt,"oh my God. Like, do we supposed to go in a- in a corner? Or a lake- I'm like, it's not a tornado. It's a hurricane. You know? She was like, d- do you we have another shelter place to go to? A tight building- I'm like, just sit and be still and be calm and it'll pass, but",13.908,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_17.wav,"do we supposed to go in a corner Orleans light is not a tornado is a hurricane just like to do we have another shelter place to go to a kite building like just sit and be still, it'll pass.",oh my god like do we supposed to go in a in a corner or a lake im like its not a tornado its a hurricane you know she was like d do you we have another shelter place to go to a tight building im like just sit and be still and be calm and itll pass but,do we supposed to go in a corner orleans light is not a tornado is a hurricane just like to do we have another shelter place to go to a kite building like just sit and be still itll pass,59,0.4406779661016949
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_18.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_18.txt,"you /??/ <laugh> /??/. We was dying laughing like, okay. Is- is this- are they really serious? [But]",7.616,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_18.wav,New Hope dying laughing like okay is this are they releasing,you we was dying laughing like okay is is this are they really serious but,new hope dying laughing like okay is this are they releasing,15,0.4666666666666667
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_19.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_19.txt,"like, it was like, you know the dam gonna break. And [you know], evacuate, but it- it- it- it was- th- and then I was like, okay, but it wont- I seen worse hurricanes and we didn't have a flood.",8.862,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_19.wav,and then I was like hurricane and we didn't have a phone,like it was like you know the dam going to break and you know evacuate but it it it it was th and then i was like okay but it wont i seen worse hurricanes and we didnt have a flood,and then i was like hurricane and we didnt have a phone,41,0.7560975609756098
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_20.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_20.txt,"Like, um, Evan something like, <ts> a tree'll fall down,",6.1179999999999986,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_20.wav,like heaven sound like a tree or fall down,like evan something like a treell fall down,like heaven sound like a tree or fall down,8,0.5
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_21.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_21.txt,"you b- hear it, be like, what's that noise? Like, something falling? And you walk outside, it'll fall right beside your house but it don't touch your house.",6.147,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_21.wav,and he was outside if all right beside husband don't touch a house,you b hear it be like whats that noise like something falling and you walk outside itll falright beside your house but it dont touch your house,and he was outside if alright beside husband dont touch a house,27,0.7777777777777778
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_22.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_22.txt,"And it's just like, um, people that die from things falling on top of the houses, [you know,]",5.417999999999998,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_22.wav,this is why people have died from Things Fall Apart of the houses you know,and its just like people that die from things falling on top of the houses you know,this is why people have died from things fall apart of the houses you know,17,0.5294117647058824
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_23.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_23.txt,"people getting trapped under stuff, you know? It's just a lot of things, but besides the flood it was totally different. It was a totally different thing. I did not-",8.547,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_23.wav,the stuff you know it's has a lot of things but besides the flood it was totally different it was a totally different thing I do now,people getting trapped under stuff you know its just a lot of things but besides the flood it was totally different it was a totally different thing i did not,the stuff you know its has a lot of things but besides the flood it was totally different it was a totally different thing i do now,30,0.23333333333333334
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_24.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_24.txt,"Um, well, what we do most of the time if a hurricane come, we always go to my grandmother house because my grandmother and granddaddy, they are old, so you know, it- They used to it, but still, you know, anything would happen we would rather be there with them if something happened, you know. [And I'm- uh-]",13.044,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_24.wav,well what we do most of the time for hurricane comes with my grandma's house okay Montgomery coronated are old so you know it's still you know everything we have rather be there with them something happy now,well what we do most of the time if a hurricane come we always go to my grandmother house because my grandmother and granddaddy they are old so you know it they used to it but still you know anything would happen we would rather be there with them if something happened you know and im,well what we do most of the time for hurricane comes with my grandmas house okay montgomery coronated are old so you know its still you know everything we have rather be there with them something happy now,56,0.5357142857142857
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_25.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_25.txt,"And um, like the day- the day- Let's see. I think the day afterwards um, /brown/ around her house um, it was already water.",10.019,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_25.wav,and I like the date the day the day afterwards Brown around her house it was over the water,and like the day the day lets see i think the day afterwards brown around her house it was already water,and i like the date the day the day afterwards brown around her house it was over the water,21,0.38095238095238093
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_26.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_26.txt,"You know, it was like, when did- when the water started flowing about in Princeville?",5.3889999999999985,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_26.wav,when is when the water started flowing about in Princeville,you know it was like when did when the water started flowing about in princeville,when is when the water started flowing about in princeville,15,0.4
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_27.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_27.txt,"You know, and I was like, mkay. You know? So everybody outside walking over puddles of water like- I mean like, back in the back part of Princeville, like, some people houses were like- the road- road here, road on ground, and the water was like this. I was like, why is water standing up that high?",15.961,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_27.wav,everybody else out of the water like I mean like back in the back part of Princeville like some people houses were like the rolling rolling rolling Brown,you know and i was like mkay you know so everybody outside walking over puddles of water like i mean like back in the back part of princeville like some people houses were like the rd rd here rd on ground and the water was like this i was like why is water standing up that high,everybody else out of the water like i mean like back in the back part of princeville like some people houses were like the rolling rolling rolling brown,57,0.6491228070175439
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_28.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_28.txt,"/Unintelligible/ and the next day then like, towards the night time um, my um, uncle's wife, she's very close friend of um, our mayor's um, step daughter.",9.647,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_28.wav,what time the next day the night towards the lifetime my uncle's wife she's very close friend of our mayor's stepdaughter,unintelligible and the next day then like towards the night time my uncles wife shes very close friend of our mayors step daughter,what time the next day the night towards the lifetime my uncles wife shes very close friend of our mayors stepdaughter,23,0.34782608695652173
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_29.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_29.txt,"And um, she called us- she was like, if I call you back in like three or four hours and tell you to- she said, we think that the- that the dam's gonna burst, you know. We do- they trying- they go down there- they have people volunteering in Princeville,",11.418,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_29.wav,she called and she was like if I call you back in like 3 or 4 hours and tell you that she said we think that the that the dam is going to bars you know we do they trying to going on there that had to put volunteer in Princeville,and she called us she was like if i call you back in like three or four hours and tell you to she said we think that the that the dams going to burst you know we do they trying they go down there they have people volunteering in princeville,she called and she was like if i call you back in like three or four hours and tell you that she said we think that the that the dam is going to bars you know we do they trying to going on there that had to put volunteer in princeville,50,0.28
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_30.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_30.txt,"to try to keep the water in, and um, she's like, if I call you back, you know, you know you need to evacuate. You need to just get out of there.",6.157,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_30.wav,try to keep the water in and see if I call you back you know you know you need to evacuate you need to just get out of there,to try to keep the water in and shes like if i call you back you know you know you need to evacuate you need to just get out of there,try to keep the water in and see if i call you back you know you know you need to evacuate you need to just get out of there,31,0.0967741935483871
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_31.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_31.txt,"And like, she called me back like, twelve or one o'clock, and she was like, you gotta go. And when she called, that's when the fire department came around like, had on the intercom, evacuate, evac- pack up, pack up, leave, leave. And by the time we got up, um, we was going down the road, and um, it was a big open field and way way up back over there is the Tar River, you know, and um, we started looking. We was like- My grandmother stops. She was- I was like, whatchu stopping for? She was like, you see that water rush across there? I was like, you- we're gonna have to go through this water because I am not getting trapped. You know, and I was like, grandma if you don't wanna do it, I will drive this- this car across this water, you [know? And um],",34.277,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_31.wav,and she was like you got to go and when she called that's when the fire department came around like I don't anaconda Back Bay pack up pack up leave leave about time we got up or we was going down the road and it was a big open field and we're we're back over there to Tar River you know and then we started looking who's like my grandma thought you I was like what you said that want to wash the clothes I was like you would have to go through this water because I am not getting trapped you know and I was like them if you don't want to drive his car across this water you know and I,and like she called me back like twelve or one oclock and she was like you gotta go and when she called thats when the fire department came around like had on the intercom evacuate evac pack up pack up leave leave and by the time we got up we was going down the rd and it was a big open field and way way up back over there is the tar river you know and we started looking we was like my grandmother stops she was i was like whatchu stopping for she was like you see that water rush across there i was like you were going to have to go through this water because i am not getting trapped you know and i was like grandma if you dont wanna do it i will drive this this car across this water you know and,and she was like you got to go and when she called thats when the fire department came around like i dont anaconda back bay pack up pack up leave leave about time we got up or we was going down the rd and it was a big open field and were were back over there to tar river you know and then we started looking whos like my grandma thought you i was like what you said that want to wash the clothes i was like you would have to go through this water because i am not getting trapped you know and i was like them if you dont want to drive his car across this water you know and i,147,0.4013605442176871
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_32.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_32.txt,"the reason why we didn't know it was so bad- the- I mean the- the water was flowing so- like it was a river, just like a little- like a little river just flowing across there. [And uh], we saw a man going across there on his bicycle, so we was like,",8.921,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_32.wav,311 and it was so bad that I mean the water was flowing so like it was just like a little out there and I'm with a man going to the bathroom,the reason why we didnt know it was so bad the i mean the the water was flowing so like it was a river just like a little like a little river just flowing across there and we saw a man going across there on his bicycle so we was like,three hundred eleven and it was so bad that i mean the water was flowing so like it was just like a little out there and im with a man going to the bathroom,51,0.5490196078431373
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_33.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_33.txt,"long as it don't- long as the current don't pick the car up, we're good. So my grandma she went across there. <sound effect> And like, people kept going across there so it was like a pathway so it wouldn't be so bad and um, we got to um- They told us to go to uh, my high school I graduated from, /RD-SCHOOL-4/. And we got there, everybody was like, what is going on? Like, it-",17.882,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_33.wav,the car will good so I like people kept going across and so is like a pathway so it won't be so bad and we got so they told him to go to hell. They're about as like what is going on like,long as it dont long as the current dont pick the car up were good so my grandma she went across there and like people kept going across there so it was like a pathway so it wouldnt be so bad and we got to they told us to go to my high school i graduated from and we got there everybody was like what is going on like it,the car will good so i like people kept going across and so is like a pathway so it wont be so bad and we got so they told him to go to hell theyre about as like what is going on like,70,0.5428571428571428
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_34.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_34.txt,"It was just not known for a flood like that in North Carolina, you [know. It-] it was-",5.56,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_34.wav,it was not known for a fellow like that in North Carolina do you know,it was just not known for a flood like that in nc you know it it was,it was not known for a fellow like that in nc do you know,17,0.35294117647058826
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_35.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_35.txt,"And um, next thing I know, um, we got out there they told us that they had cots and everything, b- blanket,",5.497999999999998,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_35.wav,McDonald we got there they told her that they had Cox Mary baby blanket,and next thing i know we got out there they told us that they had cots and everything b blanket,mcdonald we got there they told her that they had cox mary baby blanket,20,0.55
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_36.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_36.txt,"Okay, the next day we woke up, like- think it was a day and a half people called and said like, people were standing- I got some family members that they were um- my aunt and them, that- One of my aunts, she cannot swim at all,",12.515999999999998,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_36.wav,bigger than have people calling to say like people were saying I got some family members that they were that she cannot swim at all,okay the next day we woke up like think it was a day and a half people called and said like people were standing i got some family members that they were my aunt and them that one of my aunts she cannot swim at all,bigger than have people calling to say like people were saying i got some family members that they were that she cannot swim at all,46,0.6086956521739131
data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_37.wav,data_processed_PRV/txt/PRV_se0_ag1_f_01_1_part_37.txt,"but she just got off work. She went home and like, she said she woke up, she was like- she- I think she- she stepped down. She felt water on her feet. She was like- And she was like- she just started panicking. It was water already in the house like- she was like, God help us. She said, I cannot swim. Help us.",14.831,19,Female,data_processed_PRV/wav/PRV_se0_ag1_f_01_1_part_37.wav,but she just got off work she went home and like she said she woke up she was high I think she's to step down she fell on her face and she already in the house like she was like God help us she said I cannot swim helper,but she just got off work she went home and like she said she woke up she was like she i think she she stepped down she felt water on her feet she was like and she was like she just started panicking it was water already in the house like she was like god help us she said i cannot swim help us,but she just got off work she went home and like she said she woke up she was high i think shes to step down she fell on her face and she already in the house like she was like god help us she said i cannot swim helper,64,0.34375
