wav_file,txt_file,groundtruth_text,duration
~/aave_speech_rec/data_processed/wav/ROC_se0_ag1_m_02_1_part_19.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag1_m_02_1_part_19.txt,"No that- this would get crazy. So I'm like, yes, I know my mama's not gonna pay this eight hundred dollars (laughing) for me to go do some theater. Oh, I get a scholarship in the mail.",7.62
~/aave_speech_rec/data_processed/wav/PRV_se0_ag2_f_01_1_part_47.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag2_f_01_1_part_47.txt,"And I kept those thoughts in my mind, and I prayed a lot because my grandmother w- was always told us, you know, to think more of ourselves and stuff, and it kind of stuck with me. But um, the most influence- person that influenced me more in my life I think was my pastor.",16.923
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_f_02_1_part_77.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_f_02_1_part_77.txt,[Yeah] and so it's like I really only had a mother up until seventeen. That's what I feel like. So.,5.515
~/aave_speech_rec/data_processed/wav/ROC_se0_ag3_f_01_1_part_64.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag3_f_01_1_part_64.txt,"like jazz festival. Me and /RD-NAME-2/ got off one Friday. She called me. Let's go to a jazz festival. So I was like, I gotta get my stuff together. She was playing on Saturday. So we got off work, got our clothes together, hit the road, went to Cincinnati to see her. It was good though. She was good.",15.23
~/aave_speech_rec/data_processed/wav/ATL_se0_ag1_m_05_1_part_15.wav,~/aave_speech_rec/data_processed/txt/ATL_se0_ag1_m_05_1_part_15.txt,"[Um], three brothers, uh, all of them are actually- well two of them are f- college football coaches, and one works in- uh, for the airport's aviation- some of the stuff with flying the planes. I- I don't know the exact title.",14.882
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_f_01_1_part_99.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_f_01_1_part_99.txt,"And, uh, I'm very happy to say that she's still alive and well too. [But-]",5.276
~/aave_speech_rec/data_processed/wav/DCB_se2_ag2_m_01_1_part_71.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag2_m_01_1_part_71.txt,"uh, Ph- Ph- What I thought from Philly people, they- i- if you wasn't hard, or if you didn't act street like, you wasn't accepted. Um, the way they dress was a lot different. They wear a lot of uh, Dickies, like Dickie pants and stuff like that (laughing). Um, New Jersey people, they was cool. They- they kind of- They kind of remind me of the Philly people I guess cause t- /probably- t-/ probably- they probably was close. Uh, Baltimore people- I don't know if you know, but DC and Baltimore people don't get along that well. I don't- I don't know where it came from- I don't know why, but I- I just don't personally like people from Baltimore.",40.074
~/aave_speech_rec/data_processed/wav/PRV_se0_ag1_m_02_1_part_52.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag1_m_02_1_part_52.txt,"But as far as on my mom behalf, it was- it was good. You know, for her being a single parent and working, it w- it was- it was okay.",6.928
~/aave_speech_rec/data_processed/wav/ROC_se0_ag1_f_03_1_part_101.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag1_f_03_1_part_101.txt,"[And] like, considerate and mindful because that matters. I would have been- I would have gotten straight A's.",6.127000000000002
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_f_02_1_part_118.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_f_02_1_part_118.txt,"But I find the people that like- but you've been here for a while. I find people that move here Love it better? They- no, not only love it but they experience more than the people [who actually- /actually/ live here, so.] [Yeah, that's true.] [That's true.]",13.515999999999998
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_m_01_1_part_139.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_m_01_1_part_139.txt,"and we came back and we uh- No. We was down two. No, we was down two one. We was down two one, cause we beat 'em in six, we was down two one and we came back and beat 'em three straight. Yup. Dwayne Wade had one of the highest scoring averages in finals history that year. Only other people that scored more than that in a winning effort I think was Wilt Chamberlain and, uh, and Michael Jordan. No, I think it was just Wilt Chamberlain. Cause it was Jordan- it was Iverson, Jordan, D Wade, and Wilt Chamberlain, but Iverson had lost. But I think it was only Chamberlain that averaged more. I think he averaged like a fraction more than Jordan. I gotta look that up, it's- it's in that /?/ It's them [four.]",38.181
~/aave_speech_rec/data_processed/wav/DCB_se1_ag3_f_01_1_part_107.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag3_f_01_1_part_107.txt,"[take advantage] of it cause like/RD-NAME-2/ um- /RD-NAME-1/ has four older sisters, and two of his older sisters I raised through foster care. And I used to tell them, I hate the situation that y'all are in, but y'all are in the best situation that anybody could aks for. Go to school, get your education. Get those grades- They will pay for four- any four year [institution.]",23.902
~/aave_speech_rec/data_processed/wav/DCB_se2_ag4_f_02_1_part_151.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag4_f_02_1_part_151.txt,"And um- and it gets me angry that they don't take care of it like they should. Um, you know FDR, he should not be you know- it's brass, he should not be all rusted up like that n- and- but- And then they don't have all the fountains going [all the time] and that just makes me angry when they could take care of it.",17.504
~/aave_speech_rec/data_processed/wav/ROC_se0_ag1_m_01_1_part_73.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag1_m_01_1_part_73.txt,"couldn't go to the mall if you were a certain age, um, couldn't go to the movies, couldn't do this, couldn't do that. And I'm just like, so what am I supposed to do? And like, I'm not a kid that cause trouble, but like, you got nothing for me to do. So, pretty much nothing but trouble to do. Like,",17.063
~/aave_speech_rec/data_processed/wav/ATL_se0_ag2_m_03_1_part_75.wav,~/aave_speech_rec/data_processed/txt/ATL_se0_ag2_m_03_1_part_75.txt,"[Not freedom, but on] some shit like- you know what I mean, just like what you doing, you feel me. You want- y- like, I understand you trapping, you feel me. But then, you know, but at the end of the day, trap means to contain, you feel me.",10.474
~/aave_speech_rec/data_processed/wav/DCB_se3_ag3_f_01_1_part_16.wav,~/aave_speech_rec/data_processed/txt/DCB_se3_ag3_f_01_1_part_16.txt,"There was a park nearby so we could go to the playground over there, ride our bikes to that. But that's pretty much what I remember from that.",7.289
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_f_04_1_part_93.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_f_04_1_part_93.txt,"And I was raised up with two brother, and everybody else had a sister. And I always wanted a [sister.]",7.127000000000002
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_m_01_1_part_13.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_m_01_1_part_13.txt,"[Nah], the apartments- I always lived in apartments so I wanted to go live with my father like I always lived- my mom, we always lived in apartments.",6.075
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_f_01_1_part_22.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_f_01_1_part_22.txt,"But then- Okay. A lot of people are going to Maryland, but Maryland don't really want all this foolishness going on in their city either.",8.219
~/aave_speech_rec/data_processed/wav/ROC_se0_ag1_f_01_1_part_9.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag1_f_01_1_part_9.txt,"[yeah.] He lives on my street too, so, um, I grew up playing with him too. But he's a boy, so of course, you know, mom's like, okay as far as I can see you with that one.",8.695
~/aave_speech_rec/data_processed/wav/DCB_se3_ag2_f_01_1_part_3.wav,~/aave_speech_rec/data_processed/txt/DCB_se3_ag2_f_01_1_part_3.txt,"<ts> Well, um, um, my elementary school- I went to /RD-SCHOOL-1/ Elementary School, and then for middle school I went to /RD-SCHOOL-7/. Then for high school I went to the /RD-SCHOOL-3/ School. And now I'm at college at Georgetown.",14.225
~/aave_speech_rec/data_processed/wav/DCB_se2_ag3_m_02_1_part_101.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag3_m_02_1_part_101.txt,"And I'm like, well why'd you call me over here then? Like, like, we not gonna talk? We not gonna chat? Like, nothing? Okay. Cool. Latch hook away. But I figured if- if she gonna latch hook, then I'm gonna need to pick up a craft. So I wanted to pick up knitting, but they didn't have any knitting kits, like, any, uh, like, 'my first knit' sort of kit, [um],",21.072
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_f_01_1_part_87.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_f_01_1_part_87.txt,<ts> Probably all of the politicians that come in and out of DC.,8.232000000000001
~/aave_speech_rec/data_processed/wav/PRV_se0_ag2_f_02_2_part_47.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag2_f_02_2_part_47.txt,"And I called her, holler at my mom, that my mom was in the kitchen though. She was up. But she didn't notice nothing. She was in the kitchen cooking breakfast. And, uh, my dad, he was like back in his room, but he was, like, reading the bible.",12.763
~/aave_speech_rec/data_processed/wav/DCB_se1_ag3_f_02_2_part_11.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag3_f_02_2_part_11.txt,"back in high school I still talk to um, some of my friends from the basketball team. <ts> Uh, /RD-NAME-3/ uh, me and her close but uh, we have our families, she live out Clinton. So we see each other when we go to church sometimes. And we talk on the phone but when we get together it's always the same, so we know that you know we are true friends cause it alway the s- always the same when we see each other. But all in all I stays in the house. Trying to get them book works done. That's it. Do they ever like, come around and visit? Yeah they'll come around and visit as well as I visit them but like I said we be too busy with our family. Mm-hm. Okay.",52.044
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_f_02_1_part_65.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_f_02_1_part_65.txt,"[And] so me and him have been dating for- two thousand fourteen of November and then he propo- no- Oh lord. Two-thousand fourteen November we moved in with each other that April. Um, and then he proposed to me this January. And I- I got pregnant by him last October. So everything just kind of like-",24.119
~/aave_speech_rec/data_processed/wav/ROC_se0_ag1_m_01_1_part_21.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag1_m_01_1_part_21.txt,"was a bit uneasy because I'm like, I probably stick out like a sore thumb, because I mean, like, I've only been on the east side. I don't even know like, the backstreets over [here.]",10.976
~/aave_speech_rec/data_processed/wav/DCB_se2_ag2_f_02_1_part_67.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag2_f_02_1_part_67.txt,"And my mom was asking /RD-NAME-1/ how that goes. Um, cause /it's on/ Benning Road, and there's two Benning Roads, [so] when they said Benning Road, I didn't know which one it was. And /RD-NAME-1/ actually took me past it so I could find out which one it was.",9.498
~/aave_speech_rec/data_processed/wav/DCB_se2_ag4_f_04_1_part_180.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag4_f_04_1_part_180.txt,"My dad took me there f- um- Well the family went when I w- when I turned thirteen. And that was major beca- And what I will say, they always gave me the better restaurants, the better- to get the exposure.",14.470999999999998
~/aave_speech_rec/data_processed/wav/DCB_se1_ag3_f_03_1_part_109.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag3_f_03_1_part_109.txt,"[I don't know.] I don't know. And the crazy part is a lot of, um, my friends or people I went to school with that lived up here, they live on that side, because the cost of living Uptown is so, so expensive. Even with these new condos they building up, you gonna have to have at least three jobs just to pay the- pay the rent. My mortgage is less than what the- what the rent is up here.",29.275
~/aave_speech_rec/data_processed/wav/DCB_se2_ag4_f_03_2_part_60.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag4_f_03_2_part_60.txt,"And we're the church, and we- we not gonna take this anymore. We, you know, pray. I mean, come together. Put all these denominations down. Everybody just that know a higher- or know God come together and pray pray pray.",14.778
~/aave_speech_rec/data_processed/wav/DCB_se2_ag3_m_01_1_part_43.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag3_m_01_1_part_43.txt,"In kindergarten, you were expected to carry yourself a certain way, and you know, without- without reminding you to- reminding you that you were a black youth, Mr. /RD-NAME-2/ gave you the type of pride that said to you as a black youth, pick your head up. As a black [youth]",17.309
~/aave_speech_rec/data_processed/wav/DCB_se2_ag4_f_03_2_part_46.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag4_f_03_2_part_46.txt,"I think maybe- I think a big part of it was the relationship that the- the owners had built up with the community there. I think um- I don't know if things happened- if- if people came in that maybe couldn't afford food and was given food. That may have happened. I don't know, but I think that those um- Cause it- You know, you could go in there and they knew who you were. And y- y- I- I think they built up a good relationship with- t- with the uh, community.",28.839
~/aave_speech_rec/data_processed/wav/DCB_se3_ag3_f_02_1_part_45.wav,~/aave_speech_rec/data_processed/txt/DCB_se3_ag3_f_02_1_part_45.txt,"[She was] with my mom. When I went through, uh, my mom and my dad when I went through basic training and tech school and then whatever school after that. Then I got stationed in Dover, which was- which is specifically one of the reasons why I picked mortuary. Mortuary was my original field. Uh, [yeah.]",15.353
~/aave_speech_rec/data_processed/wav/ROC_se0_ag1_f_03_1_part_148.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag1_f_03_1_part_148.txt,"Like, I think it's gonna be a- a lot easier for me. I could take advantage of a lot of situations. I could be a certain kind of girl I guess. But I'm just not so, fuck it. I just have to like, try things a different way. And it felt good not to be manipulative, or like, just get what I want, any other way, other than honesty.",23.166
~/aave_speech_rec/data_processed/wav/DCB_se2_ag4_f_03_1_part_42.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag4_f_03_1_part_42.txt,"Um, I went to /RD-SCHOOL-1/ Junior High- Yes, I used to walk- walk up uh, Pennsylvania Avenue. I remember that street, walking into /RD-SCHOOL-1/. We used to step out of- at lunch time, and go over to Eastern Market and <laugh> get (laughing) us potato chips out of this big barrel. <laugh> That was fun. Um, uh yeah. So I met- When I met my friend /RD-NAME-3/, um, we w- we had b- I had- My mother and I had joined this church. Uh, Shiloh Baptist Church?",35.383
~/aave_speech_rec/data_processed/wav/DCB_se2_ag3_f_01_1_part_20.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag3_f_01_1_part_20.txt,"<ts> Rare Essence is, um, a very well known go go band. They've had some commercial success. I- not as much as Chuck Brown. He's been the biggest, um, crossover act that we've had in that genre. Um, but Rare Essence is kind of what I would consider grown and sexy.",15.764
~/aave_speech_rec/data_processed/wav/ROC_se0_ag1_m_01_1_part_96.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag1_m_01_1_part_96.txt,"But like, I don't know. Like, I think to me, everybody in Rochester pretty much be speaking English, or they're not from Rochester. So that's understandable that they have an accent, or like, English is not their first speaking language. Cause, I mean we have, a diverse [culture,]",16.442999999999998
~/aave_speech_rec/data_processed/wav/DCB_se3_ag3_m_01_1_part_33.wav,~/aave_speech_rec/data_processed/txt/DCB_se3_ag3_m_01_1_part_33.txt,"um, it didn't matter what the dude said or tried to shove me or stuff. I learned to avoid him. Um, and I got my little brother on him a little bit cause my little brother was bigger than me, so my little brother was tryna fight him. So I w- I made it through middle school, and uh- and yeah. But that was a very difficult time cause that's when you're tryna figure out everything. Y- you're not necessarily a little kid anymore, but you're not a teenager either. You're really- It's the tween. [You're not a teen], you're a tween, so I was in between",28.368
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_f_02_1_part_94.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_f_02_1_part_94.txt,"[You lost me at that.] No, really like I was talking to /RD-NAME-2/'s mom and his sister and I was like, you know what would be like the perfect labor, like if I'm driving and then it's like, oh my god it's time, and I gotta pull over on the side of the road. And people are stopping their cars and like coming to help me push out the baby like- <laugh> like- Seriously? I was just telling- she was [like you /?/-] [You just wanna] have a labor- a delivery in the car? Because I've experienced like going to the hospital but [just like-] [/unintelligible/] I want [like-] [Maybe] you should have a t- tub [birth.] [I want-] that's [not- that's not] great. Like I want a like amazing story to [tell like-] [A water birth.] [That is amazing] story to tell, it's calm, it's peaceful, it's you and your mate, he's hoping the baby come [out.] [No.] She just /?/, look how she's sitting [ she could /inaudible/ her chair.] [<laugh>] No it's just no.",50.479
~/aave_speech_rec/data_processed/wav/DCB_se2_ag3_m_02_1_part_26.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag3_m_02_1_part_26.txt,"on this jont. And I'm like, son. I'm like, yo. Like, it was wild cause Mario had been out for like two years before I really ever played it right? This was like- that was like eighty-five. I- I v- vividly remember the first time I played Mario. Um, but then we're talking like, seven, eight years later, and I got a color TV in my room. Why we playing Mario, the first [Mario, on this-]",26.849
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_m_02_2_part_38.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_m_02_2_part_38.txt,"I'm telling you see I ain't never seen nobody I wanna hurt. Then a woman gonna let me on that bed, let me be in her, and- and I ain't never felt no /??/ when you get up there on one like you want.",9.148
~/aave_speech_rec/data_processed/wav/PRV_se0_ag1_f_01_2_part_5.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag1_f_01_2_part_5.txt,"[Mm-hm. The- my um], graduate class, majority of us went. If they didn't go to college they went to Edg- they went to Edgecombe Community College right down [here.]",6.544
~/aave_speech_rec/data_processed/wav/ROC_se0_ag3_f_01_1_part_37.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag3_f_01_1_part_37.txt,"[Y-] Oh, well, they put in all kinds of cameras, so they got these, um, <ts> sound- they got- I don't know, those aren't cameras, but they pick up sound. So they can pick up a gunshot. And then they got the cameras all around, so maybe that's they- I- I don't know if they put it there to deter people, cause it doesn't. It doesn't. Or to help them maybe catch them. So a few of 'em has worked, you know, helped solve some cases but there's still far too many that s- goes unsolved [that-]",31.515
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_m_01_1_part_147.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_m_01_1_part_147.txt,"I would get myself into. But over all, man, my uh- my life's growing up here in Princeville was just like a paradise.",9.645
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_f_04_1_part_106.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_f_04_1_part_106.txt,"Uh-huh. And- not too long. And then, I forgot how many years I stayed uh, near Birmingham, Alabama.",10.866
~/aave_speech_rec/data_processed/wav/DCB_se1_ag3_f_03_1_part_44.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag3_f_03_1_part_44.txt,"<ts> Um, so, the funny part was January, before his book came out, um, was it January two thousand fifteen, he met, uh, President Obama here.",13.802
~/aave_speech_rec/data_processed/wav/ROC_se0_ag1_f_03_1_part_93.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag1_f_03_1_part_93.txt,"[I've] fucked off in college. Um, my mom pressured me to go. She made me apply to Harvard.",7.0920000000000005
~/aave_speech_rec/data_processed/wav/ROC_se0_ag3_f_02_1_part_22.wav,~/aave_speech_rec/data_processed/txt/ROC_se0_ag3_f_02_1_part_22.txt,"so it was no reason to keep bringing it up to her. <ts> So, um, when I was ten, my mother- uh, oh, and I went all over the town, you know, nobody bothered me. Like, my grandmother picked peaches in season, and we didn't have babysitters. So after I'd do my- I so-called did my chores, (laughing)",26.554
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_m_01_1_part_79.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_m_01_1_part_79.txt,"[Nobody-] Not even just nobody in history ever did that, but nobody voted for me. [I'm looking] at LeBron /??/ yeah, like /??/] if you look at Steph Curry like that's some history making shit but look at LeBron here.",9.832
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_m_01_1_part_195.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_m_01_1_part_195.txt,"[You know what I'm] saying, what's the di- what's the di- what's the different meanings of both of 'em. What Tupac said, it's ones with the gold chains around they neck and it's the ones with the ropes around they neck, you know what I'm saying. Yeah you could say that, but at the end of the day that's something that we made up to make ourselves feel better about somebody degrading us. So at the end of the day- And I use the word, it's a part of our culture. I use the word, everybody use the word. But at end of the day, it shouldn't be used. Nigger, nigga whatever, it shouldn't be used, a degrading word.",23.596
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_f_04_1_part_84.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_f_04_1_part_84.txt,and had to write up about Miss /RD-NAME-1/ but all that stuff went with the water.,5.314
~/aave_speech_rec/data_processed/wav/DCB_se2_ag4_f_01_1_part_173.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag4_f_01_1_part_173.txt,"DC has eight wards, four quadrants, and on the outskirts of s- uh- o- of- the- East of the river is Ward Nine.",8.145
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_f_01_1_part_5.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_f_01_1_part_5.txt,"But we did, we actually rented up- I was correct, two thousand two- March two thousand two.",6.028
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_f_01_1_part_118.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_f_01_1_part_118.txt,"And I cried and I got it over with and the little ladies from up there, they brought out various things and asked me if I wanted to save them. And I told /her/, I didn't know. I just didn't know.",14.04
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_m_03_1_part_60.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_m_03_1_part_60.txt,"[Cause we] had four /houses/. We had one- Where I live at now where my- my sister lived at, my brother lived at, and my mother lived right down the line.",7.534
~/aave_speech_rec/data_processed/wav/DCB_se1_ag4_f_01_2_part_52.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag4_f_01_2_part_52.txt,"[That's right.] So y- it's not like you can't tell me nothing but if I'm telling you something that I done been through, and I see that you heading down that road, sometime it- it's just best to keep this closed, and le- and leave these open, and then that way, you can- you might not have to go through what I went through.",17.498
~/aave_speech_rec/data_processed/wav/DCB_se2_ag2_f_02_1_part_101.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag2_f_02_1_part_101.txt,"[Um]- Yes, there's only three family members that actually live in uh, Virginia now. All of our family still lives in DC.",6.205
~/aave_speech_rec/data_processed/wav/DCB_se1_ag3_f_03_1_part_52.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag3_f_03_1_part_52.txt,"[I said], see? Cause you know how boys are sometimes, you know, they get in their, I don't wanna do that /?/. I said, you see why Mommy push you? He was like, yeah. I said, but this is a goal that you set for [yourself.]",8.812999999999997
~/aave_speech_rec/data_processed/wav/PRV_se0_ag3_m_01_1_part_158.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag3_m_01_1_part_158.txt,"And then in the back we had two cherry trees that was on the line and we used to go back there and uh, go up the cherry tree and just stay up in the cherry tree and eat til we get sick.",11.005999999999998
~/aave_speech_rec/data_processed/wav/PRV_se0_ag1_f_01_1_part_44.wav,~/aave_speech_rec/data_processed/txt/PRV_se0_ag1_f_01_1_part_44.txt,"But um, like, at the school, um, we had to sleep on the floor. You know, my g- for one night my grandmother had to s- she had to sit up in a chair because everybody was so like- Cause it was the first day- first night like, why are we at a high school at one o'clock in the morning, sitting here, doing nothing?",15.654000000000002
~/aave_speech_rec/data_processed/wav/DCB_se1_ag2_f_03_1_part_61.wav,~/aave_speech_rec/data_processed/txt/DCB_se1_ag2_f_03_1_part_61.txt,"So, it's just like you look at it from a different point of view. Cause my mother would be like, oh my god, you're at the club so late are you really doing X Y and Z? And now we- I have to be the one that tell the parents, they really are in the program, you can calm down, they're gonna be safe. So I just have to second think like, if- whenever I have children I know if they're going to Boys and Girls Club or something similar like, be understanding of what the staff are going through with your children. Or with kids in general, cause it can be really stressful, so. I didn't think it was that stressful. I really didn't think that the staff did much of anything when I was younger. /I'm like/ all they gotta do is watch us do this. You know, bring some people in to run this program, talk to us a little bit. No, it's stressful <ts> at times. It's like, you enjoy it but then you still have to go home and think, okay",50.66
~/aave_speech_rec/data_processed/wav/DCB_se2_ag3_m_02_2_part_19.wav,~/aave_speech_rec/data_processed/txt/DCB_se2_ag3_m_02_2_part_19.txt,"Um, I don't go to go gos often. Um, I saw Trouble Funk play, uh, over at F- on Fourth of July, but that was a rock concert too, so. Yeah.",11.254
