../data_processed_voc/wav/voc_16_part_4.wav,../data_processed_voc/txt/voc_16_part_4.txt,ALL OF THAT I YES MHM SO THAT'S WHAT I HAD TO HAD TO DO WHEN I CAME HOME FROM SCHOOL,0,all of that. I yes. Mhm. So that's what I had to had to do when I came home from school.,5.695
../data_processed_voc/wav/voc_6_part_24.wav,../data_processed_voc/txt/voc_6_part_24.txt,OKAY IN THE VERY BEGINNING THERE WAS A COMPANY CALLED PENRYN FRUIT COMPANY AND THAT COVERED MANY MANY ACRES OF OF LAND GROWING UM PLUMS AND PEARS ORIGINALLY SOME CHERRIES AND SOME PEACHES,0,Okay in the very beginning there was a company called Penryn Fruit Company and that covered many many acres of -- of land growing um plums and pears originally some cherries and some peaches.,21.113000000000003
../data_processed_voc/wav/voc_12_part_77.wav,../data_processed_voc/txt/voc_12_part_77.txt,I DON'T REALLY KNOW MUCH ABOUT 'EM I THOUGHT THAT ARTICLE I GAVE YOU MIGHT HAVE SOME INFORMATION ON IT THEN I THINK REALLY THE RANCHERIE NOW IS IS A BUSINESS OH WELL I WENT THERE ONCE FOR DINNER,0,{LS} {BR} I don't really know much about 'em. I thought that article I gave you might have some information on it. {NS} Then I think really the ((+rancherie)) now is -- is a business. {NS} Oh? Well I went there once for dinner {LS},24.684
../data_processed_voc/wav/voc_11_part_27.wav,../data_processed_voc/txt/voc_11_part_27.txt,I JUST KNOW THAT UM UH THERE'S GAY PROBLEMS AND THERE'S YOU KNOW UH INTER CITY SCHOOL KIND OF TYPICAL PROBLEMS THAT YOU WOULD YOU KNOW TYPICALLY YOU READ ABOUT OR HEAR ABOUT PEOPLE FIGHTING AND UM I KNOW TEACHERS WHO DON'T LIKE BEING TEACHERS BECAUSE THEY DON'T GET ANY RESPECT AND THE KIDS DON'T DO ANY D DO THEIR WORK AND THE PARENTS DON'T SUPPORT THE TEACHERS AND,0,"I just know that um, uh, there's gay problems, and there's you know, uh inter-city school kind of typical problems that you would you know. Typically you read about or hear about people fighting, and um, I know teachers who don't like being teachers because they don't get any respect, and the kids don't do any d- do their work, and the parents don't support the teachers, and",24.426
../data_processed_voc/wav/voc_24_part_234.wav,../data_processed_voc/txt/voc_24_part_234.txt,UM BUT UM YEAH SHASTA YOUTH LEADERSHIP WAS REALLY NEAT UM WE GOT TOGETHER AGAIN ONLY A FEW STUDENTS FROM EACH SCHOOL WERE PICKED AND UH ONCE A MONTH WE WENT TO DIFFERENT UM UM JOBS OR DIFFERENT,0,Um but um yeah Shasta Youth Leadership was really neat. Um we got together again only a few students from each school were picked and uh once a month we went to different um um jobs or different,20.101
../data_processed_voc/wav/voc_18_part_535.wav,../data_processed_voc/txt/voc_18_part_535.txt,AND IF YOU EVER GO UP TOWARD ALTURAS THEY HAVE A CAPTAIN JACK WHAT'S CALLED THE STRONGHOLD AND THAT WAS WHERE ALL THOSE TUNNELS WERE WHERE HE ELUDED THE CAVALRY FOR ALL THEM TH THERE IF YOU EVER GET A CHANCE TO READ THE BOOK,0,and if you ever go up toward Alturas they have a Captain Jack what's called the stronghold and that was where all those tunnels were where he eluded the cavalry for all them th- there if you ever get a chance to read the book,14.251
../data_processed_voc/wav/voc_18_part_417.wav,../data_processed_voc/txt/voc_18_part_417.txt,AND HE SAID AND YOU WILL NOT LIVE THAT DOWN HE SAID IF YOU DID THAT G YEAH EVERYBODY KNEW ME YOU KNOW BACK THEN AND I WAS I I WASN'T THE TYPE OF GUY THAT GOES AROUND PICKING FIGHTS AND STUFF WITH PEOPLE BUT UH BUT IT TRAUMATIZES YOU,0,"and he said ""and you will not live that down"" he said ""if you did that g- yeah everybody knew me"" you know back then and I was i- I wasn't the type of guy that goes around picking fights and stuff with people but uh but it traumatizes you",15.334000000000001
../data_processed_voc/wav/voc_19_part_38.wav,../data_processed_voc/txt/voc_19_part_38.txt,I DON'T KNOW I HAVEN'T ACTUALLY SPENT A LOT OF TIME IN SOUTHERN CALIFORNIA I JUST KNOW THE BIG CITIES SO YOU'VE GOT BEAUTIFUL COASTLINE MORE TEMPERATE CLIMATE,0,"I don't know. I haven't actually spent a lot of time in Southern California. I just know the big cities. So you've got beautiful coastline, more temperate climate,",9.633
../data_processed_voc/wav/voc_35_part_138.wav,../data_processed_voc/txt/voc_35_part_138.txt,UH WE TRY BUT NO NO BUT UM I USED TO A LOT WHEN I WAS YOUNGER UH WE USED TO TAKE TRIPS OUT THERE ON A FRIDAY SATURDAY NIGHT SPEND A FEW HOURS AND COME HOME UM IT'S FOR YOU KNOW WE DID A LOTTA SOCIALIZING OUT THERE AND IT'S JUST VERY OPEN I JUST REALLY LIKE AND UM WHAT'S THE WORD I'M LOOKING FOR INVITING,0,Uh we try but no -- no but um I used to a lot when I was younger. Uh we used to take trips out there on a Friday Saturday night spend a few hours and come home. Um it's for you know we did a lotta socializing out there and it's just very open I just really like and um what's the word I'm looking for? Inviting.,21.325
../data_processed_voc/wav/voc_1_part_148.wav,../data_processed_voc/txt/voc_1_part_148.txt,THERE IS A BAR HERE IN TOWN THAT EVERY OTHER THURSDAY YOU CAN GO TO THE BAR AND THERE'S A D J THERE THAT DOES DEATH ROCK HE DOES LIKE DRUM AND BASS DEATH ROCK AND HIP HOP IT'S HIS THING HE MIXES IT ALL UP AND HE DOES A GREAT JOB AND SO THERE ARE OTHER PLACES YOU CAN GO IF,0,there is a bar here in town that every other Thursday you can go to the bar and there's a d-j there that does death rock he does like drum and bass death rock ... and hip hop it's his thing he mixes it all up and he does a great job ... and so there are other places you can go if,20.09
../data_processed_voc/wav/voc_27_part_169.wav,../data_processed_voc/txt/voc_27_part_169.txt,HI YOU KNOW HI HI AND THE THEY WAS AND I'VE I I THOUGHT HE WAS WITH THE OTHER PEOPLE BUT HE WASN'T HE WAS BY HIS SELF AND SO CHRISTINA AND I WE WERE TALKING AND YOU KNOW DA AND THEN A SONG CAME ON AND THIS YOUNG MAN STARTS SINGING AND I START SINGING BECAUSE IT'S ONE OF THEM SONGS YOU KNOW YOU JUST DA DA DA DA WE'RE SINGING WE'RE KINDA LOOKING AT EACH OTHER AND THE L THE G MIRROR AND I'M LIKE,0,"""hi"" you know ""hi hi"" and the they was and I've i- I thought he was with the other people but he wasn't he was by his self and so Christina and I we were talking and you know da- and then a song came on and this young man starts singing and I start singing because it's one of them songs you know you just da- da- da- da- we're singing we're kinda looking at each other and the l- the g- mirror and I'm like",24.271
../data_processed_voc/wav/voc_31_part_3.wav,../data_processed_voc/txt/voc_31_part_3.txt,SO HE JUST AND HE DIDN'T LIKE BEING HE'S VERY INDEPENDENT SO HE JUST TOOK OFF WHEN HE WAS LIKE FOURTEEN YEARS OLD AND,0,"so he just and he didn't like being, he's very independent. So he just took off when he was like fourteen years old and",5.36
../data_processed_voc/wav/voc_29_part_28.wav,../data_processed_voc/txt/voc_29_part_28.txt,I'M A BIG FAN OF UH LIKE INDIE ROCK RIGHT NOW ARCTIC MONKEYS UH BEAR HANDS ARCTIC MONKEYS UH TWO DOOR CINEMA CLUB THINGS LIKE THAT,0,I'm a big fan of uh  like indie rock right now -- Arctic Monkeys uh Bear Hands Arctic Monkeys uh Two Door Cinema Club things like that.,10.218
../data_processed_voc/wav/voc_37_part_77.wav,../data_processed_voc/txt/voc_37_part_77.txt,SOMETHING THAT IT'S KIND OF FRUSTRATING WHEN I HEAR PEOPLE WHO AREN'T FROM HERE KIND OF TALK ABOUT OH YEAH I DROVE THROUGH SACRAMENTO IT TOOK LIKE THIRTY SECONDS 'CAUSE LIKE THE MAJOR HIGHWAYS THEY REALLY JUST CUT ACROSS A CORNER OF LIKE THE CITY CENTER AND SO YEAH IT TAKES THIRTY SECONDS UM,0,Something that {LG} it's kind of frustrating when I hear people who aren't from here kind of talk about oh yeah I drove through Sacramento it took like thirty seconds 'cause like the major highways they really just cut across a corner of like the city center and so yeah It takes thirty seconds. Um,14.02
../data_processed_voc/wav/voc_26_part_51.wav,../data_processed_voc/txt/voc_26_part_51.txt,BECAUSE OF THIS IT'S NOT WORTH WHAT THEY PAID FOR AND THERE'S NO POSSIBLE WAY THAT I CAN GET TWO THOUSAND FOURTY DOLLARS A MONTH RENT FOR THAT HOUSE THAT HOUSE ISN'T WORTH EIGHT FIFTY I RENT IT FOR EIGHT FIFTY RIGHT NOW SO IT'S BACK TO REALITY SO THIS WHOLE THI SO ANYWAY,0, because of this   it's not worth what they paid for and there's no possible way that I can get two thousand fourty dollars a month rent for that house  that house isn't worth eight fifty I rent it for eight fifty right now  so it's back to reality so this whole thi- so anyway,21.616999999999997
../data_processed_voc/wav/voc_16_part_69.wav,../data_processed_voc/txt/voc_16_part_69.txt,SHE REALLY HER HEALTH YOU KNOW FAIL FAIL FAIL AND THEN EVENTUALLY UM FAMILY WE HAD TO FIND SOME CARE WE FOUND CAREGIVERS AND KEPT HER AT HOME SO I JUST SORT OF MONITORED THAT YOU KNOW DID THE SHOPPING FOR 'EM AND THE LAUNDRY AND THINGS LIKE THAT AND T WE TOOK CARE OF HER W WHEN THEY WEREN'T TH,0,"she really her health you know fail fail fail, and then eventually um, family we had to find some care -- we found caregivers and kept her at home. So I just sort of monitored that. You know, did the shopping for 'em, and the laundry, and things like that, and t- we took care of her. W- when they weren't th-",19.878
../data_processed_voc/wav/voc_1_part_134.wav,../data_processed_voc/txt/voc_1_part_134.txt,YOU KNOW THERE'S MORE TO IT THAN JUST BURNING IMAGE HE SAID LET'S SEE IF WE CAN BOOK BURNING IMAGE AND FORTY FIVE GRAVE TOGETHER AT HERESY AND I COULDN'T BELIEVE THAT AT THE TIME WE SPOKE OF IT WE HAD ALREADY BEEN DOING THREE BECAUSE IT WAS IN EARLY MARCH WE WERE YET TO HAVE OUR MARCH HERESY OR MAYBE IT WAS IN LATE FEBRUARY,0,"you know there's more to it than just Burning Image he said ""let's see if we can book"" ""Burning Image and"" ""Forty Five Grave together"" at Heresy ... and I couldn't believe that ... at the time we spoke of it we had already been doing three because it was in early March we were yet to have our March Heresy ... or maybe it was in late February ...",20.499000000000002
../data_processed_voc/wav/voc_37_part_6.wav,../data_processed_voc/txt/voc_37_part_6.txt,UH YEAH IT I THINK IT WAS LIKE LESS THAN A MILE AWAY FROM MY PARENT'S HOUSE AND UH YOU KNOW SO IT'S PRETTY PRETTY WHITE YOU KNOW NEI UPPER MIDDLE CLASS NEIGHBORHOOD,0,"Uh, yeah it was {{}} I think it was like less than a mile away from my parent's house. And uh you know so it's pretty- pretty white you know? Nei- --upper middle class neighborhood.",9.3
../data_processed_voc/wav/voc_33_part_93.wav,../data_processed_voc/txt/voc_33_part_93.txt,BACK IN THE SAC MY DAUGHTER SAID THAT I'M BACK IN THE SAC SHE PUTS IT ON HER FACEBOOK WHEN SHE'S BACK IN TOWN SO HER FRIENDS KNOW I'M BACK IN THE SAC,0,back in the Sac. My daughter said that. I'm back in the Sac {LG} She puts it on her Facebook when she's back in town so her friends know I'm back in the Sac. {LG},13.642000000000001
../data_processed_voc/wav/voc_33_part_118.wav,../data_processed_voc/txt/voc_33_part_118.txt,YEAH BUT I DO KNOW UM A FAIR NUMBER OF PRETTY CONSERVATIVE CHRISTIAN PEOPLE THAT PROBABLY DO GO TO CHURCH PRETTY FREQUENTLY SOME SORT OF CHRISTIAN,0,Yeah  but I do know um a fair number of pretty conservative Christian people  that probably do go to church pretty frequently. Some sort of Christian,22.005
../data_processed_voc/wav/voc_24_part_49.wav,../data_processed_voc/txt/voc_24_part_49.txt,UM THEY ACTUALLY I'VE ONLY SEEN THEM PERFORM ONCE UM AND IT ACTUALLY WAS REALLY EXCITING BECAUSE MY PARENTS HAPPENED TO BE ON LIKE A CRUISE OR SOMETHING WHEN MY AUNT AND UNCLE HAPPENED TO COME THROUGH AND THEY WERE PERF ORMING UP AT SISKIYOU COLLEGE UP IN MOUNT SHASTA,0,Um They actually I've only seen them perform once Um and it actually was really exciting because my parents happened to be on like a cruise or something when my aunt and uncle happened to come through and they were perf- orming up at Siskiyou College up in Mount Shasta.,20.889
../data_processed_voc/wav/voc_37_part_138.wav,../data_processed_voc/txt/voc_37_part_138.txt,UM AND A LOT OF TIMBERLAND ESPECIALLY WHEN YOU GET UP UH TO THE NORTH PART OF THE STATE AND SO UM,0,"Um and a lot of timberland, especially when you get up uh to the north part of the state. And so um",5.34
../data_processed_voc/wav/voc_6_part_161.wav,../data_processed_voc/txt/voc_6_part_161.txt,YEAH CHICO DOESN'T HAVE MANY LATINOS BUT I THINK IT'S BEGINNING BEGINNING AND THEN OF COURSE YOU HAVE THE MOUNTAINS UP HERE WHI WHICH WHICH IS DIFFERENT,0,Yeah Chico doesn't have many Latinos but I think it's beginning -- beginning and then of course you have the mountains up here whi- +which which is different.,12.095
../data_processed_voc/wav/voc_18_part_360.wav,../data_processed_voc/txt/voc_18_part_360.txt,IT'S THAT OTHER STUFF THAT IS THE MIX OF MONSTERS AND UH UH DOUG HIS Y HIS OLDER BROTHER HE'S ON THAT STUFF AND HE'S STILL ON IT AND HERE RIGHT WHEN MY HOUSE RIGHT AFTER THE FIRE THEY ARRESTED HIM RIGHT DOWN IN COTTONWOOD FOR THE MANUFACTURING OF PIPE BOMBS,0,it's that other stuff that is the mix of monsters and uh uh Doug his y- his older brother he's on that stuff and he's still on it and here right when my house right after the fire they arrested him right down in Cottonwood for the manufacturing of pipe bombs,22.519000000000002
../data_processed_voc/wav/voc_9_part_132.wav,../data_processed_voc/txt/voc_9_part_132.txt,I DON'T KNOW IF IT'S SACRAMENTO PERSAY OR IF IT'S,0,I don't know if it's Sacramento persay or if it's,7.675
../data_processed_voc/wav/voc_24_part_10.wav,../data_processed_voc/txt/voc_24_part_10.txt,UM THE MOOSE FROM WHAT I'VE SEEN HAS SLOWED DOWN A LOT AT LEAST IN THIS AREA UM BUT IT'S I KNOW IT'S AT LEAST STATE WIDE AND PROBABLY EVEN NATIONAL AND THEN ELK'S I BELIEVE IS THE SAME IT'S UM YOU KNOW THERE'S A LOT OF THOSE TYPES OF ORGANIZATIONS,0,Um the Moose from what I've seen has slowed down a lot at least in this area um but it's I know it's at least state-wide and probably even national and then Elk's I believe is the same. It's um you know there's a lot of those types of organizations,20.06
../data_processed_voc/wav/voc_22_part_14.wav,../data_processed_voc/txt/voc_22_part_14.txt,MORE OF A COLLEGE STUDENT SCHEDULE LIFESTYLE GOING TO DIFFERENT PLACES FOR MY CLASSES AT DIFFERENT TIMES LIKE EVENING CLASSES THAN THE TRADITIONAL EIGHT TO THREE,0,more of a college student schedule lifestyle going to different places for my classes at different times like evening classes than the traditional eight to three.,10.325999999999999
../data_processed_voc/wav/voc_7_part_147.wav,../data_processed_voc/txt/voc_7_part_147.txt,AND HE SENDS THEM BACK TO PICK IT ALL UP YEAH MY UH MY MOM ENDED UP WORKING FOR THE CORONER'S OFFICE SHE WAS A A DEPUTY CORONER BUT ONLY BECAUSE SHE HAD TO SIGN PAPERS YOU KNOW AS A DEPUTY CORONER SHE WAS THE SECRETARY BASICALLY,0,{LG}  and he sends them back to pick it all up. {LG}  Yeah my -- uh my mom ended up working for the coroner's office. She was a -- a deputy coroner but only because she had to sign papers you know as a deputy coroner. She was the secretary basically,23.136999999999997
../data_processed_voc/wav/voc_14_part_25.wav,../data_processed_voc/txt/voc_14_part_25.txt,AND JUST SAID OH I'LL JUST PUT THIS ONLINE SO MY FRIENDS CAN LOOK AT IT AND WITHIN THAT FIRST WEEK I GOT LIKE OVER TWO THOUSAND FOLLOWERS FOLLOWING MY PROJECT AND NOW I HAVE LIKE UM ABOUT ELEVEN ELEVEN THOUSAND WHICH IS REALLY COOL,0,"and just said ""oh I'll just put this online so my friends can look at it and within that first week I got like over two thousand followers following my project and now I have like um about eleven eleven thousand which is really cool",13.161
../data_processed_voc/wav/voc_27_part_214.wav,../data_processed_voc/txt/voc_27_part_214.txt,UM BUT THERE ARE THE LIKE THERE'S EUREKA AND ARCATA THEY'RE NOT BAD WITH THE COLLEGE THERE THEY'RE PRETTY UM PRETTY OPEN UH MINDED HERE AND OF COURSE THIS AREA'S PRETTY DIVERSE,0,um but there are the like there's Eureka and Arcata they're not bad with the college there they're pretty um pretty open uh minded here and of course this area's pretty diverse,21.186999999999998
../data_processed_voc/wav/voc_27_part_116.wav,../data_processed_voc/txt/voc_27_part_116.txt,AND IT WAS IT WA IT WAS ANNOYING AND IT IT WAS OBVIOUS TO EVERYBODY IN GROUP WHAT WAS GOING ON IT WAS LIKE OH PLEASE JUST PAY ATTENTION YOU KNOW AND UM AND AND IT WASN'T EVEN THAT THEY THEY WERE GONNA BE A COUPLE OR ANYTHING IT WAS A MAN AND A WOMAN IT WAS JUST INAPPROPRIATE YOU KNOW IT WASN'T IT DIDN'T IT SHOULDN'T HAVE BEEN THERE,0,and it was it wa- it was annoying and it it was obvious to everybody in group what was going on it was like oh please just pay attention you know and um and and it wasn't even that they they were gonna be a couple or anything it was a man and a woman it was just inappropriate you know it wasn't it didn't it shouldn't have been there,24.359
../data_processed_voc/wav/voc_32_part_216.wav,../data_processed_voc/txt/voc_32_part_216.txt,AND UM MY STEPDAD HAD JUST PASSED AWAY SO I SAID AND AND IF IT WASN'T FOR HIM I WOULDN'T BE WHERE I AM BECAUSE HE PAID FOR MY,0,"and um my stepdad had just passed away so I said and and if it wasn't for him, I wouldn't be where I am, because he paid for my",7.24
../data_processed_voc/wav/voc_9_part_102.wav,../data_processed_voc/txt/voc_9_part_102.txt,SAN FRANSISCO IS SAN FRANSISCO IT'S ALWAYS GONNA UM YOU KNOW IT'S I I DON'T I HAVEN'T EVEN THOUGHT OF THAT I D DON'T D DON'T I REALLY MOSTLY CAN'T SAY THAT I'VE COMPARED IT TO SAN FRANSISCO OTHER THAN,0,San Fransisco is San Fransisco it's always gonna {LG} um you know it's -- I -- I don't -- I haven't even thought of that -- I d- +don't -- d- +don't -- I really mostly can't say that I've compared it to San Fransisco other than,22.21
../data_processed_voc/wav/voc_17_part_62.wav,../data_processed_voc/txt/voc_17_part_62.txt,UM I HAVE I HAVEN'T REALLY TRAVELED LATELY UM BUT YEAH WHEN I WAS YOUNGER BEFORE I BOUGHT A HOUSE ESSENTIALLY HAD MORE MONEY SO I COULD TRAVEL MORE SO UM YEAH WENT TO EUROPE A COUPLE TIMES AND UM GONE TO MEXICO LIKE PROBABLY FIVE TIMES AND UP TO CANADA AND MONTANA,0,"Um, I have. I haven't really traveled lately, um. {LS} But, yeah when I was younger, before I bought a house, essentially had more money, so I {LG} could travel more so, um. Yeah, went to Europe a couple times, and um gone to Mexico like probably five times. And up to Canada and Montana. {NS}",20.277
../data_processed_voc/wav/voc_18_part_29.wav,../data_processed_voc/txt/voc_18_part_29.txt,NO NO I DON'T B U I DON'T SEE HIM TO MUCH HE HE UH HE LEFT WHEN I WAS LITTLE,0,no no I don't b- u- I don't see him to much he he uh he left when I was little,8.167
../data_processed_voc/wav/voc_4_part_92.wav,../data_processed_voc/txt/voc_4_part_92.txt,THAT'S OKAY IT'S BEEN TEN YEARS IF IT HAD BEEN THE FIRST COUPLE YEARS I WOULD START CRYING RIGHT NOW YEAH HE AND I WERE REALLY CLOSE AND THAT WAS REALLY PROBABLY ONE OF THE MOST DIFFICULT TIMES OF MY LIFE YEAH I JUST TOOK A LONG TIME TO REALIZE HE WASN'T REALLY AROUND AND SO I WAS CLOSEST TO MY OLDER BROTHER BECAUSE WE'RE THE CLOSEST IN AGE AND IT'S JUST TAKING PROBABLY THESE,0,That's okay it's been ten years. {LG} If it had been the first couple years I would start crying right now yeah. He and I were really close and that was really probably one of the most difficult times of my life. Yeah I just took a long time to realize he wasn't really around and so I was closest to my older brother because we're the closest in age and it's just taking probably these,25.643
../data_processed_voc/wav/voc_14_part_130.wav,../data_processed_voc/txt/voc_14_part_130.txt,VERY EGOTISTICAL I MEAN THERE'S ACTUALLY THERE'S A LOT OF PEOPLE I MEAN IT'S JUST IN GENERAL LIKE A LOT OF ART KIDS LIKE IF THEY'RE REALLY GOOD I MEAN SOME NOT EVEN THAT BUT THERE'S A LOT OF KIDS WHO ARE REALLY LIKE KINDA EGOTISTICAL AND SNOBBY AND I DON'T KNOW I'M A I WAS LIKE I WAS JUST THERE BECAUSE I LOVE T YOU KNOW,0,very egotistical I mean there's actually there's a lot of people I mean it's just in general like a lot of art kids like if they're really good I mean some not even that but there's a lot of kids who are really like kinda egotistical and snobby and I don't know I'm a I was like I was just there because I love t- you know,20.093
../data_processed_voc/wav/voc_30_part_142.wav,../data_processed_voc/txt/voc_30_part_142.txt,THE THE THE LANGAUGE IS SPOKEN MOST IS SPANISH SO I START HAVING SORT OF LIKE AN ACCENT AND HE MAKES FUN OF ME SOMETIMES 'CAUSE IT'S JUST FUNNY RIGHT 'CAUSE I'M SUPER WHITE GIRL YEAH A LITTLE BIT IN THE ENGLISH THOUGH I DON'T KNOW SPANISH AT ALL BUT YEAH A LITTLE BIT YEAH,0,"the-- the-- the langauge is spoken most is Spanish so I start having sort of like an accent and he makes fun of me sometimes 'cause it's just funny right 'cause I'm super white girl {LG} yeah a little bit in the English though, I don't know Spanish at all, but yeah a little bit, yeah",20.355
../data_processed_voc/wav/voc_1_part_207.wav,../data_processed_voc/txt/voc_1_part_207.txt,CULTURE THAN OTHERS MAY THINK WE DO,0,... culture ... than others may think we do ...,5.667999999999999
